ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
14	70	9.222000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor2	2015-06-03_15.44.41.186000	1
14	71	10.045000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor2	2015-06-03_15.44.41.186000	2
14	10	4.732000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor2	2015-06-03_15.44.41.186000	3
14	10	7.368000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	1	cs2	labor2	2015-06-03_15.44.41.186000	4
14	10	6.391000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor2	2015-06-03_15.44.41.186000	5
14	10	5.289000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs2	labor2	2015-06-03_15.44.41.186000	6
14	10	4.164000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs3	labor2	2015-06-03_15.44.41.186000	7
14	20	5.403000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	cs1	labor2	2015-06-03_15.44.41.186000	8
14	10	9.559000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	target	labor2	2015-06-03_15.44.41.186000	9
14	80	6.764000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	target	labor2	2015-06-03_15.44.41.186000	10
14	10	5.940000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	cs2	labor2	2015-06-03_15.44.41.186000	11
14	10	6.846000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor2	2015-06-03_15.44.41.186000	12
14	11	5.321000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	target	labor2	2015-06-03_15.44.41.186000	13
14	80	6.158000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	cs1	labor2	2015-06-03_15.44.41.186000	14
14	10	5.386000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	cs3	labor2	2015-06-03_15.44.41.186000	15
14	10	7.498000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	target	labor2	2015-06-03_15.44.41.186000	16
14	80	6.516000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor2	2015-06-03_15.44.41.186000	17
14	80	4.425000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	target	labor2	2015-06-03_15.44.41.186000	18
14	20	5.868000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	cs1	labor2	2015-06-03_15.44.41.186000	19
14	20	5.979000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	cs1	labor2	2015-06-03_15.44.41.186000	20
14	80	7.198000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	cs3	labor2	2015-06-03_15.44.41.186000	21
14	20	6.699000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs3	labor2	2015-06-03_15.44.41.186000	22
