ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
17	70	5.493000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	cs3	labor8	2015-06-08_11.04.55.827000	1
17	21	3.885000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	target	labor8	2015-06-08_11.04.55.827000	2
17	40	2.175000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	1	target	labor8	2015-06-08_11.04.55.827000	3
17	50	1.905000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	target	labor8	2015-06-08_11.04.55.827000	4
17	0	2.770000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	cs1	labor8	2015-06-08_11.04.55.827000	5
17	1	2.388000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	cs3	labor8	2015-06-08_11.04.55.827000	6
17	2	2.369000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	target	labor8	2015-06-08_11.04.55.827000	7
17	20	1.840000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	cs1	labor8	2015-06-08_11.04.55.827000	8
17	22	3.055000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	cs2	labor8	2015-06-08_11.04.55.827000	9
17	33	2.611000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	cs1	labor8	2015-06-08_11.04.55.827000	10
17	29	2.405000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	1	cs3	labor8	2015-06-08_11.04.55.827000	11
17	42	1.858000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	target	labor8	2015-06-08_11.04.55.827000	12
17	21	1.771000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	-1	target	labor8	2015-06-08_11.04.55.827000	13
17	62	1.597000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	target	labor8	2015-06-08_11.04.55.827000	14
17	34	2.397000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	cs3	labor8	2015-06-08_11.04.55.827000	15
17	40	1.902000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	-1	cs1	labor8	2015-06-08_11.04.55.827000	16
17	59	3.389000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	1	target	labor8	2015-06-08_11.04.55.827000	17
17	38	1.902000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs2	labor8	2015-06-08_11.04.55.827000	18
17	35	2.449000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	cs2	labor8	2015-06-08_11.04.55.827000	19
17	51	2.999000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	cs2	labor8	2015-06-08_11.04.55.827000	20
17	51	2.968000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	target	labor8	2015-06-08_11.04.55.827000	21
17	32	1.533000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	target	labor8	2015-06-08_11.04.55.827000	22
