ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
28	78	9.247000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	1	target	labor1	2015-06-10_10.04.30.019000	1
28	19	3.447000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	cs2	labor1	2015-06-10_10.04.30.019000	2
28	70	2.976000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	target	labor1	2015-06-10_10.04.30.019000	3
28	50	5.445000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	target	labor1	2015-06-10_10.04.30.019000	4
28	65	5.463000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs3	labor1	2015-06-10_10.04.30.019000	5
28	65	4.254000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	target	labor1	2015-06-10_10.04.30.019000	6
28	56	4.493000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	1	target	labor1	2015-06-10_10.04.30.019000	7
28	23	3.065000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	cs1	labor1	2015-06-10_10.04.30.019000	8
28	65	3.054000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	target	labor1	2015-06-10_10.04.30.019000	9
28	55	4.134000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	target	labor1	2015-06-10_10.04.30.019000	10
28	35	5.157000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs2	labor1	2015-06-10_10.04.30.019000	11
28	68	4.835000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs2	labor1	2015-06-10_10.04.30.019000	12
28	41	3.399000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs1	labor1	2015-06-10_10.04.30.019000	13
28	48	2.582000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs1	labor1	2015-06-10_10.04.30.019000	14
28	34	3.545000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	cs3	labor1	2015-06-10_10.04.30.019000	15
28	66	2.804000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	target	labor1	2015-06-10_10.04.30.019000	16
28	42	6.540000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	cs3	labor1	2015-06-10_10.04.30.019000	17
28	32	2.988000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	cs1	labor1	2015-06-10_10.04.30.019000	18
28	41	2.797000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	target	labor1	2015-06-10_10.04.30.019000	19
28	48	3.290000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	1	cs3	labor1	2015-06-10_10.04.30.019000	20
28	56	3.726000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	-1	cs2	labor1	2015-06-10_10.04.30.019000	21
28	47	2.960000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	1	target	labor1	2015-06-10_10.04.30.019000	22
