ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
42	50	15.407000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	target	labor1	2015-06-15_10.32.59.050000	1
42	50	9.865000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	target	labor1	2015-06-15_10.32.59.050000	2
42	50	2.540000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	target	labor1	2015-06-15_10.32.59.050000	3
42	50	3.881000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	target	labor1	2015-06-15_10.32.59.050000	4
42	70	12.919000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	cs3	labor1	2015-06-15_10.32.59.050000	5
42	50	10.108000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	1	cs1	labor1	2015-06-15_10.32.59.050000	6
42	40	6.681000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	cs1	labor1	2015-06-15_10.32.59.050000	7
42	30	3.758000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	target	labor1	2015-06-15_10.32.59.050000	8
42	82	16.141000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	target	labor1	2015-06-15_10.32.59.050000	9
42	10	4.040000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	1	cs2	labor1	2015-06-15_10.32.59.050000	10
42	80	3.953000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	target	labor1	2015-06-15_10.32.59.050000	11
42	80	6.330000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	target	labor1	2015-06-15_10.32.59.050000	12
42	94	7.492000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	1	cs3	labor1	2015-06-15_10.32.59.050000	13
42	30	4.457000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs2	labor1	2015-06-15_10.32.59.050000	14
42	42	5.392000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	target	labor1	2015-06-15_10.32.59.050000	15
42	37	6.461000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	cs1	labor1	2015-06-15_10.32.59.050000	16
42	21	8.726000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	cs2	labor1	2015-06-15_10.32.59.050000	17
42	32	3.500000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	cs2	labor1	2015-06-15_10.32.59.050000	18
42	19	4.129000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	cs3	labor1	2015-06-15_10.32.59.050000	19
42	16	2.998000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs3	labor1	2015-06-15_10.32.59.050000	20
42	57	5.588000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs1	labor1	2015-06-15_10.32.59.050000	21
42	50	4.930000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	target	labor1	2015-06-15_10.32.59.050000	22
