ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
13	82	10.998000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor1	2015-06-03_15.44.16.200000	1
13	79	5.058000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor1	2015-06-03_15.44.16.200000	2
13	90	4.085000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor1	2015-06-03_15.44.16.200000	3
13	50	4.816000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs3	labor1	2015-06-03_15.44.16.200000	4
13	70	2.691000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor1	2015-06-03_15.44.16.200000	5
13	76	3.853000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	target	labor1	2015-06-03_15.44.16.200000	6
13	63	4.366000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs1	labor1	2015-06-03_15.44.16.200000	7
13	42	6.737000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor1	2015-06-03_15.44.16.200000	8
13	80	4.003000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	target	labor1	2015-06-03_15.44.16.200000	9
13	82	3.202000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	cs1	labor1	2015-06-03_15.44.16.200000	10
13	32	3.102000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	cs3	labor1	2015-06-03_15.44.16.200000	11
13	80	2.100000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	target	labor1	2015-06-03_15.44.16.200000	12
13	86	2.350000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor1	2015-06-03_15.44.16.200000	13
13	31	2.864000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	cs1	labor1	2015-06-03_15.44.16.200000	14
13	82	3.002000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor1	2015-06-03_15.44.16.200000	15
13	51	4.244000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs3	labor1	2015-06-03_15.44.16.200000	16
13	26	2.670000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	1	cs1	labor1	2015-06-03_15.44.16.200000	17
13	39	3.728000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	cs2	labor1	2015-06-03_15.44.16.200000	18
13	82	2.670000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	target	labor1	2015-06-03_15.44.16.200000	19
13	52	5.133000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	cs3	labor1	2015-06-03_15.44.16.200000	20
13	82	3.875000	Missonif	./sounds/cs/ratingcs/nif_10.wav	-1	target	labor1	2015-06-03_15.44.16.200000	21
13	52	3.285000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs2	labor1	2015-06-03_15.44.16.200000	22
