ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
6	50	8.504000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	-1	cs1	labor2	2015-06-03_11.24.46.016000	1
6	50	7.788000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs1	labor2	2015-06-03_11.24.46.016000	2
6	50	17.397000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	target	labor2	2015-06-03_11.24.46.016000	3
6	50	11.820000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs1	labor2	2015-06-03_11.24.46.016000	4
6	50	4.768000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs1	labor2	2015-06-03_11.24.46.016000	5
6	50	13.709000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	target	labor2	2015-06-03_11.24.46.016000	6
6	20	4.848000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	target	labor2	2015-06-03_11.24.46.016000	7
6	20	9.413000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	1	target	labor2	2015-06-03_11.24.46.016000	8
6	29	6.936000	Istennif	./sounds/cs/ratingcs/nif_20.wav	0	cs3	labor2	2015-06-03_11.24.46.016000	9
6	50	4.227000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs1	labor2	2015-06-03_11.24.46.016000	10
6	80	3.299000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	target	labor2	2015-06-03_11.24.46.016000	11
6	50	2.602000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	target	labor2	2015-06-03_11.24.46.016000	12
6	80	5.210000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	target	labor2	2015-06-03_11.24.46.016000	13
6	60	4.859000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	-1	cs1	labor2	2015-06-03_11.24.46.016000	14
6	60	2.648000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs1	labor2	2015-06-03_11.24.46.016000	15
6	50	2.898000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	target	labor2	2015-06-03_11.24.46.016000	16
6	80	4.644000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	target	labor2	2015-06-03_11.24.46.016000	17
6	50	2.557000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	0	cs3	labor2	2015-06-03_11.24.46.016000	18
6	50	3.118000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	0	cs1	labor2	2015-06-03_11.24.46.016000	19
6	30	3.872000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs3	labor2	2015-06-03_11.24.46.016000	20
6	30	2.211000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs3	labor2	2015-06-03_11.24.46.016000	21
6	50	2.947000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	target	labor2	2015-06-03_11.24.46.016000	22
