ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
64	0	1	neu_l_3.wav	r_nif_18.wav	2015-06-17_14.31.15.310000	1	1
64	1	0	neu_l_63.wav	neg_r_32.wav	2015-06-17_14.31.15.310000	2	0
64	0	0	neu_l_5.wav	neu_r_8.wav	2015-06-17_14.31.15.310000	3	0
64	0	1	neu_l_1.wav	r_nif_13.wav	2015-06-17_14.31.15.310000	4	1
64	1	0	neu_l_12.wav	neg_r_4.wav	2015-06-17_14.31.15.310000	5	0
64	0	0	neu_l_51.wav	neu_r_67.wav	2015-06-17_14.31.15.310000	6	0
64	0	1	neu_l_65.wav	r_nif_5.wav	2015-06-17_14.31.15.310000	7	1
64	1	0	neu_l_28.wav	pos_r_50.wav	2015-06-17_14.31.15.310000	8	0
64	0	0	neu_l_24.wav	neu_r_66.wav	2015-06-17_14.31.15.310000	9	0
64	0	1	neu_l_43.wav	r_nif_5.wav	2015-06-17_14.31.15.310000	10	1
64	1	0	neu_l_54.wav	pos_r_53.wav	2015-06-17_14.31.15.310000	11	0
64	0	0	neu_l_65.wav	neu_r_68.wav	2015-06-17_14.31.15.310000	12	0
64	0	0	neu_l_60.wav	neg_r_73.wav	2015-06-17_14.31.15.310000	13	1
64	0	0	neu_l_56.wav	neu_r_46.wav	2015-06-17_14.31.15.310000	14	0
64	0	0	neu_l_4.wav	neg_r_4.wav	2015-06-17_14.31.15.310000	15	1
64	0	0	neu_l_33.wav	neu_r_35.wav	2015-06-17_14.31.15.310000	16	0
64	0	1	l_nif_7.wav	neu_r_13.wav	2015-06-17_14.31.15.310000	17	1
64	0	0	l_tol_1.wav	neg_r_71.wav	2015-06-17_14.31.15.310000	18	0
64	0	0	l_lup_4.wav	neu_r_46.wav	2015-06-17_14.31.15.310000	19	0
64	0	1	neu_l_12.wav	r_nif_10.wav	2015-06-17_14.31.15.310000	20	1
64	1	0	neu_l_14.wav	pos_r_7.wav	2015-06-17_14.31.15.310000	21	0
64	0	0	neu_l_29.wav	neu_r_26.wav	2015-06-17_14.31.15.310000	22	0
64	0	1	neu_l_64.wav	r_nif_6.wav	2015-06-17_14.31.15.310000	23	1
64	1	0	neu_l_18.wav	pos_r_3.wav	2015-06-17_14.31.15.310000	24	0
64	0	0	neu_l_5.wav	neu_r_13.wav	2015-06-17_14.31.15.310000	25	0
64	0	0	neu_l_44.wav	pos_r_5.wav	2015-06-17_14.31.15.310000	26	1
64	0	0	neu_l_64.wav	neu_r_8.wav	2015-06-17_14.31.15.310000	27	0
64	0	1	neu_l_12.wav	r_nif_15.wav	2015-06-17_14.31.15.310000	28	1
64	1	0	neu_l_49.wav	neg_r_77.wav	2015-06-17_14.31.15.310000	29	0
64	0	0	neu_l_21.wav	neu_r_62.wav	2015-06-17_14.31.15.310000	30	0
64	0	0	neu_l_18.wav	pos_r_12.wav	2015-06-17_14.31.15.310000	31	1
64	0	0	neu_l_54.wav	neu_r_61.wav	2015-06-17_14.31.15.310000	32	0
64	0	0	neu_l_27.wav	neg_r_9.wav	2015-06-17_14.31.15.310000	33	1
64	0	0	neu_l_25.wav	neu_r_8.wav	2015-06-17_14.31.15.310000	34	0
64	0	1	neu_l_10.wav	r_nif_18.wav	2015-06-17_14.31.15.310000	35	1
64	1	0	neu_l_47.wav	neg_r_10.wav	2015-06-17_14.31.15.310000	36	0
64	0	0	neu_l_42.wav	neu_r_39.wav	2015-06-17_14.31.15.310000	37	0
64	0	0	neu_l_22.wav	neg_r_44.wav	2015-06-17_14.31.15.310000	38	1
