ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
77	30	7.820000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs3	labor1	2015-06-18_11.51.44.604000	1
77	50	4.538000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	target	labor1	2015-06-18_11.51.44.604000	2
77	70	3.479000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	cs2	labor1	2015-06-18_11.51.44.604000	3
77	20	2.595000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs1	labor1	2015-06-18_11.51.44.604000	4
77	50	2.927000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	cs1	labor1	2015-06-18_11.51.44.604000	5
77	40	7.162000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	target	labor1	2015-06-18_11.51.44.604000	6
77	20	4.002000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	target	labor1	2015-06-18_11.51.44.604000	7
77	30	2.652000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor1	2015-06-18_11.51.44.604000	8
77	30	3.719000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	target	labor1	2015-06-18_11.51.44.604000	9
77	70	2.229000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	cs2	labor1	2015-06-18_11.51.44.604000	10
77	50	2.919000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	cs3	labor1	2015-06-18_11.51.44.604000	11
77	40	2.922000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	-1	cs3	labor1	2015-06-18_11.51.44.604000	12
77	20	2.612000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	target	labor1	2015-06-18_11.51.44.604000	13
77	20	3.263000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	-1	cs1	labor1	2015-06-18_11.51.44.604000	14
77	20	3.470000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	target	labor1	2015-06-18_11.51.44.604000	15
77	20	2.454000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	cs1	labor1	2015-06-18_11.51.44.604000	16
77	30	2.835000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	target	labor1	2015-06-18_11.51.44.604000	17
77	50	2.922000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor1	2015-06-18_11.51.44.604000	18
77	20	3.093000	Befetol	./sounds/cs/ratingcs/tol_14.wav	-1	cs2	labor1	2015-06-18_11.51.44.604000	19
77	70	2.415000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	cs3	labor1	2015-06-18_11.51.44.604000	20
77	20	2.035000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	target	labor1	2015-06-18_11.51.44.604000	21
77	30	4.368000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	target	labor1	2015-06-18_11.51.44.604000	22
