ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
90	17	4.795000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	-1	cs2	labor2	2015-06-22_16.00.15.072000	1
90	11	5.545000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	target	labor2	2015-06-22_16.00.15.072000	2
90	31	2.945000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	cs3	labor2	2015-06-22_16.00.15.072000	3
90	8	3.020000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs3	labor2	2015-06-22_16.00.15.072000	4
90	53	2.358000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs2	labor2	2015-06-22_16.00.15.072000	5
90	35	2.272000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	target	labor2	2015-06-22_16.00.15.072000	6
90	52	4.654000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	cs2	labor2	2015-06-22_16.00.15.072000	7
90	50	2.322000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs3	labor2	2015-06-22_16.00.15.072000	8
90	27	1.106000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	1	cs2	labor2	2015-06-22_16.00.15.072000	9
90	16	1.546000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	target	labor2	2015-06-22_16.00.15.072000	10
90	23	2.991000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	cs1	labor2	2015-06-22_16.00.15.072000	11
90	52	2.312000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	target	labor2	2015-06-22_16.00.15.072000	12
90	15	4.564000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor2	2015-06-22_16.00.15.072000	13
90	13	1.592000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs1	labor2	2015-06-22_16.00.15.072000	14
90	14	3.458000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor2	2015-06-22_16.00.15.072000	15
90	31	1.913000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	target	labor2	2015-06-22_16.00.15.072000	16
90	20	2.953000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	target	labor2	2015-06-22_16.00.15.072000	17
90	21	1.246000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	cs3	labor2	2015-06-22_16.00.15.072000	18
90	22	1.292000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs1	labor2	2015-06-22_16.00.15.072000	19
90	28	2.695000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs1	labor2	2015-06-22_16.00.15.072000	20
90	25	1.824000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor2	2015-06-22_16.00.15.072000	21
90	44	1.180000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	target	labor2	2015-06-22_16.00.15.072000	22
