ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
35	50	11.187000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor8	2015-06-10_13.33.12.587000	1
35	69	3.447000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor8	2015-06-10_13.33.12.587000	2
35	61	4.267000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs2	labor8	2015-06-10_13.33.12.587000	3
35	74	2.636000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor8	2015-06-10_13.33.12.587000	4
35	33	1.999000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	cs1	labor8	2015-06-10_13.33.12.587000	5
35	54	2.838000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	target	labor8	2015-06-10_13.33.12.587000	6
35	31	2.741000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor8	2015-06-10_13.33.12.587000	7
35	40	2.410000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor8	2015-06-10_13.33.12.587000	8
35	29	2.092000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor8	2015-06-10_13.33.12.587000	9
35	57	3.102000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	target	labor8	2015-06-10_13.33.12.587000	10
35	60	2.963000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	cs2	labor8	2015-06-10_13.33.12.587000	11
35	38	3.243000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor8	2015-06-10_13.33.12.587000	12
35	44	2.419000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	cs2	labor8	2015-06-10_13.33.12.587000	13
35	59	3.085000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	target	labor8	2015-06-10_13.33.12.587000	14
35	36	2.248000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	1	cs3	labor8	2015-06-10_13.33.12.587000	15
35	36	2.527000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs3	labor8	2015-06-10_13.33.12.587000	16
35	42	3.652000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	1	cs1	labor8	2015-06-10_13.33.12.587000	17
35	59	2.840000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	cs3	labor8	2015-06-10_13.33.12.587000	18
35	26	2.125000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	target	labor8	2015-06-10_13.33.12.587000	19
35	48	2.651000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	cs1	labor8	2015-06-10_13.33.12.587000	20
35	38	2.785000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs3	labor8	2015-06-10_13.33.12.587000	21
35	58	3.045000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	cs1	labor8	2015-06-10_13.33.12.587000	22
