ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
13	0	0	neu_l_66.wav	pos_r_45.wav	2015-06-03_15.44.16.200000	1	1
13	0	0	neu_l_66.wav	neu_r_67.wav	2015-06-03_15.44.16.200000	2	0
13	0	1	neu_l_16.wav	r_nif_17.wav	2015-06-03_15.44.16.200000	3	1
13	1	0	neu_l_17.wav	pos_r_71.wav	2015-06-03_15.44.16.200000	4	0
13	0	0	neu_l_78.wav	neu_r_49.wav	2015-06-03_15.44.16.200000	5	0
13	0	1	l_nif_15.wav	neu_r_44.wav	2015-06-03_15.44.16.200000	6	1
13	0	0	l_lup_9.wav	pos_r_6.wav	2015-06-03_15.44.16.200000	7	0
13	0	0	l_tol_10.wav	neu_r_36.wav	2015-06-03_15.44.16.200000	8	0
13	0	0	neu_l_24.wav	pos_r_77.wav	2015-06-03_15.44.16.200000	9	1
13	0	0	neu_l_50.wav	neu_r_74.wav	2015-06-03_15.44.16.200000	10	0
13	0	0	neu_l_24.wav	pos_r_36.wav	2015-06-03_15.44.16.200000	11	1
13	0	0	neu_l_78.wav	neu_r_40.wav	2015-06-03_15.44.16.200000	12	0
13	0	0	neu_l_10.wav	neg_r_13.wav	2015-06-03_15.44.16.200000	13	1
13	0	0	neu_l_55.wav	neu_r_73.wav	2015-06-03_15.44.16.200000	14	0
13	0	1	l_nif_14.wav	neu_r_74.wav	2015-06-03_15.44.16.200000	15	1
13	0	0	l_lup_19.wav	pos_r_10.wav	2015-06-03_15.44.16.200000	16	0
13	0	0	l_tol_3.wav	neu_r_30.wav	2015-06-03_15.44.16.200000	17	0
13	0	1	l_nif_11.wav	neu_r_73.wav	2015-06-03_15.44.16.200000	18	1
13	0	0	l_lup_18.wav	neg_r_72.wav	2015-06-03_15.44.16.200000	19	0
13	0	0	l_tol_4.wav	neu_r_69.wav	2015-06-03_15.44.16.200000	20	0
13	0	1	neu_l_65.wav	r_nif_10.wav	2015-06-03_15.44.16.200000	21	1
13	1	0	neu_l_78.wav	neg_r_16.wav	2015-06-03_15.44.16.200000	22	0
13	0	0	neu_l_58.wav	neu_r_45.wav	2015-06-03_15.44.16.200000	23	0
13	0	0	neu_l_60.wav	neg_r_30.wav	2015-06-03_15.44.16.200000	24	1
13	0	0	neu_l_71.wav	neu_r_79.wav	2015-06-03_15.44.16.200000	25	0
13	0	1	l_nif_14.wav	neu_r_69.wav	2015-06-03_15.44.16.200000	26	1
13	0	0	l_lup_19.wav	pos_r_68.wav	2015-06-03_15.44.16.200000	27	0
13	0	0	l_tol_3.wav	neu_r_63.wav	2015-06-03_15.44.16.200000	28	0
13	0	1	neu_l_24.wav	r_nif_7.wav	2015-06-03_15.44.16.200000	29	1
13	1	0	neu_l_14.wav	neg_r_42.wav	2015-06-03_15.44.16.200000	30	0
13	0	0	neu_l_35.wav	neu_r_34.wav	2015-06-03_15.44.16.200000	31	0
13	0	0	neu_l_23.wav	neg_r_28.wav	2015-06-03_15.44.16.200000	32	1
13	0	0	neu_l_48.wav	neu_r_34.wav	2015-06-03_15.44.16.200000	33	0
13	0	1	l_nif_15.wav	neu_r_44.wav	2015-06-03_15.44.16.200000	34	1
13	0	0	l_lup_9.wav	pos_r_59.wav	2015-06-03_15.44.16.200000	35	0
13	0	0	l_tol_10.wav	neu_r_44.wav	2015-06-03_15.44.16.200000	36	0
13	0	1	neu_l_21.wav	r_nif_4.wav	2015-06-03_15.44.16.200000	37	1
13	1	0	neu_l_11.wav	neg_r_34.wav	2015-06-03_15.44.16.200000	38	0
13	0	0	neu_l_50.wav	neu_r_56.wav	2015-06-03_15.44.16.200000	39	0
13	0	1	neu_l_4.wav	r_nif_20.wav	2015-06-03_15.44.16.200000	40	1
13	1	0	neu_l_65.wav	neg_r_51.wav	2015-06-03_15.44.16.200000	41	0
13	0	0	neu_l_57.wav	neu_r_69.wav	2015-06-03_15.44.16.200000	42	0
13	0	1	l_nif_13.wav	neu_r_61.wav	2015-06-03_15.44.16.200000	43	1
13	0	0	l_lup_13.wav	neg_r_4.wav	2015-06-03_15.44.16.200000	44	0
13	0	0	l_tol_19.wav	neu_r_41.wav	2015-06-03_15.44.16.200000	45	0
13	0	1	neu_l_2.wav	r_nif_6.wav	2015-06-03_15.44.16.200000	46	1
13	1	0	neu_l_65.wav	neg_r_45.wav	2015-06-03_15.44.16.200000	47	0
