ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
91	8	6.804000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor8	2015-06-22_16.00.47.494000	1
91	33	3.447000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor8	2015-06-22_16.00.47.494000	2
91	14	3.872000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs2	labor8	2015-06-22_16.00.47.494000	3
91	46	3.471000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	1	cs1	labor8	2015-06-22_16.00.47.494000	4
91	1	2.440000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	target	labor8	2015-06-22_16.00.47.494000	5
91	1	3.895000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs1	labor8	2015-06-22_16.00.47.494000	6
91	74	4.718000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs3	labor8	2015-06-22_16.00.47.494000	7
91	4	2.221000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	target	labor8	2015-06-22_16.00.47.494000	8
91	6	1.850000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	target	labor8	2015-06-22_16.00.47.494000	9
91	1	3.389000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	target	labor8	2015-06-22_16.00.47.494000	10
91	60	3.515000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	1	cs2	labor8	2015-06-22_16.00.47.494000	11
91	1	1.948000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	target	labor8	2015-06-22_16.00.47.494000	12
91	1	2.090000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	cs3	labor8	2015-06-22_16.00.47.494000	13
91	1	1.964000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	target	labor8	2015-06-22_16.00.47.494000	14
91	1	2.660000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor8	2015-06-22_16.00.47.494000	15
91	65	3.025000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs3	labor8	2015-06-22_16.00.47.494000	16
91	2	2.426000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	target	labor8	2015-06-22_16.00.47.494000	17
91	0	4.168000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs1	labor8	2015-06-22_16.00.47.494000	18
91	19	2.426000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	cs1	labor8	2015-06-22_16.00.47.494000	19
91	5	1.771000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs2	labor8	2015-06-22_16.00.47.494000	20
91	8	1.901000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	target	labor8	2015-06-22_16.00.47.494000	21
91	4	1.934000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	cs3	labor8	2015-06-22_16.00.47.494000	22
