ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
16	32	9.766000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	target	labor1	2015-06-08_11.01.37.190000	1
16	69	5.063000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs3	labor1	2015-06-08_11.01.37.190000	2
16	22	3.711000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	target	labor1	2015-06-08_11.01.37.190000	3
16	57	5.168000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	cs1	labor1	2015-06-08_11.01.37.190000	4
16	68	4.458000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs3	labor1	2015-06-08_11.01.37.190000	5
16	88	7.265000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	1	cs1	labor1	2015-06-08_11.01.37.190000	6
16	81	4.007000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs3	labor1	2015-06-08_11.01.37.190000	7
16	42	4.456000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs2	labor1	2015-06-08_11.01.37.190000	8
16	15	4.836000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	target	labor1	2015-06-08_11.01.37.190000	9
16	13	5.604000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	target	labor1	2015-06-08_11.01.37.190000	10
16	50	4.077000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	target	labor1	2015-06-08_11.01.37.190000	11
16	77	3.072000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	1	cs2	labor1	2015-06-08_11.01.37.190000	12
16	80	3.201000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	target	labor1	2015-06-08_11.01.37.190000	13
16	46	3.789000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	target	labor1	2015-06-08_11.01.37.190000	14
16	33	4.437000	Befetol	./sounds/cs/ratingcs/tol_14.wav	-1	cs2	labor1	2015-06-08_11.01.37.190000	15
16	4	3.646000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	1	target	labor1	2015-06-08_11.01.37.190000	16
16	42	3.101000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs3	labor1	2015-06-08_11.01.37.190000	17
16	65	3.462000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	target	labor1	2015-06-08_11.01.37.190000	18
16	61	1.894000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	target	labor1	2015-06-08_11.01.37.190000	19
16	32	2.429000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs1	labor1	2015-06-08_11.01.37.190000	20
16	81	3.507000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs2	labor1	2015-06-08_11.01.37.190000	21
16	63	2.429000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	cs1	labor1	2015-06-08_11.01.37.190000	22
