ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
8	0	1	neu_l_64.wav	r_tol_18.wav	2015-06-03_13.16.51.229000	1	1
8	1	0	neu_l_11.wav	neg_r_2.wav	2015-06-03_13.16.51.229000	2	0
8	0	0	neu_l_40.wav	neu_r_69.wav	2015-06-03_13.16.51.229000	3	0
8	0	0	neu_l_13.wav	pos_r_78.wav	2015-06-03_13.16.51.229000	4	1
8	0	0	neu_l_79.wav	neu_r_71.wav	2015-06-03_13.16.51.229000	5	0
8	0	1	neu_l_80.wav	r_tol_11.wav	2015-06-03_13.16.51.229000	6	1
8	1	0	neu_l_42.wav	neg_r_56.wav	2015-06-03_13.16.51.229000	7	0
8	0	0	neu_l_79.wav	neu_r_69.wav	2015-06-03_13.16.51.229000	8	0
8	0	0	neu_l_34.wav	pos_r_65.wav	2015-06-03_13.16.51.229000	9	1
8	0	0	neu_l_52.wav	neu_r_45.wav	2015-06-03_13.16.51.229000	10	0
8	0	1	l_tol_5.wav	neu_r_7.wav	2015-06-03_13.16.51.229000	11	1
8	0	0	l_lup_8.wav	neg_r_61.wav	2015-06-03_13.16.51.229000	12	0
8	0	0	l_nif_3.wav	neu_r_36.wav	2015-06-03_13.16.51.229000	13	0
8	0	1	neu_l_34.wav	r_tol_13.wav	2015-06-03_13.16.51.229000	14	1
8	1	0	neu_l_75.wav	pos_r_5.wav	2015-06-03_13.16.51.229000	15	0
8	0	0	neu_l_14.wav	neu_r_19.wav	2015-06-03_13.16.51.229000	16	0
8	0	1	neu_l_31.wav	r_tol_20.wav	2015-06-03_13.16.51.229000	17	1
8	1	0	neu_l_13.wav	neg_r_42.wav	2015-06-03_13.16.51.229000	18	0
8	0	0	neu_l_50.wav	neu_r_44.wav	2015-06-03_13.16.51.229000	19	0
8	0	1	neu_l_53.wav	r_tol_2.wav	2015-06-03_13.16.51.229000	20	1
8	1	0	neu_l_34.wav	pos_r_49.wav	2015-06-03_13.16.51.229000	21	0
8	0	0	neu_l_12.wav	neu_r_47.wav	2015-06-03_13.16.51.229000	22	0
8	0	0	neu_l_29.wav	neg_r_35.wav	2015-06-03_13.16.51.229000	23	1
8	0	0	neu_l_46.wav	neu_r_19.wav	2015-06-03_13.16.51.229000	24	0
8	0	1	neu_l_32.wav	r_tol_12.wav	2015-06-03_13.16.51.229000	25	1
8	1	0	neu_l_72.wav	neg_r_29.wav	2015-06-03_13.16.51.229000	26	0
8	0	0	neu_l_50.wav	neu_r_18.wav	2015-06-03_13.16.51.229000	27	0
8	0	1	neu_l_34.wav	r_tol_9.wav	2015-06-03_13.16.51.229000	28	1
8	1	0	neu_l_58.wav	pos_r_15.wav	2015-06-03_13.16.51.229000	29	0
8	0	0	neu_l_56.wav	neu_r_69.wav	2015-06-03_13.16.51.229000	30	0
8	0	0	neu_l_70.wav	neg_r_17.wav	2015-06-03_13.16.51.229000	31	1
8	0	0	neu_l_35.wav	neu_r_66.wav	2015-06-03_13.16.51.229000	32	0
8	0	1	neu_l_8.wav	r_tol_2.wav	2015-06-03_13.16.51.229000	33	1
8	1	0	neu_l_33.wav	pos_r_69.wav	2015-06-03_13.16.51.229000	34	0
8	0	0	neu_l_40.wav	neu_r_65.wav	2015-06-03_13.16.51.229000	35	0
8	0	1	l_tol_8.wav	neu_r_19.wav	2015-06-03_13.16.51.229000	36	1
8	0	0	l_lup_15.wav	neg_r_60.wav	2015-06-03_13.16.51.229000	37	0
8	0	0	l_nif_13.wav	neu_r_41.wav	2015-06-03_13.16.51.229000	38	0
8	0	1	l_tol_16.wav	neu_r_25.wav	2015-06-03_13.16.51.229000	39	1
8	0	0	l_lup_20.wav	pos_r_43.wav	2015-06-03_13.16.51.229000	40	0
8	0	0	l_nif_5.wav	neu_r_19.wav	2015-06-03_13.16.51.229000	41	0
8	0	1	l_tol_16.wav	neu_r_19.wav	2015-06-03_13.16.51.229000	42	1
8	0	0	l_lup_20.wav	pos_r_10.wav	2015-06-03_13.16.51.229000	43	0
8	0	0	l_nif_5.wav	neu_r_45.wav	2015-06-03_13.16.51.229000	44	0
8	0	1	neu_l_6.wav	r_tol_3.wav	2015-06-03_13.16.51.229000	45	1
8	1	0	neu_l_67.wav	pos_r_29.wav	2015-06-03_13.16.51.229000	46	0
8	0	0	neu_l_29.wav	neu_r_63.wav	2015-06-03_13.16.51.229000	47	0
8	0	1	l_tol_10.wav	neu_r_21.wav	2015-06-03_13.16.51.229000	48	1
8	0	0	l_lup_7.wav	pos_r_66.wav	2015-06-03_13.16.51.229000	49	0
8	0	0	l_nif_20.wav	neu_r_24.wav	2015-06-03_13.16.51.229000	50	0
8	0	0	neu_l_10.wav	pos_r_38.wav	2015-06-03_13.16.51.229000	51	1
8	0	0	neu_l_5.wav	neu_r_45.wav	2015-06-03_13.16.51.229000	52	0
8	0	1	neu_l_34.wav	r_tol_20.wav	2015-06-03_13.16.51.229000	53	1
8	1	0	neu_l_50.wav	neg_r_16.wav	2015-06-03_13.16.51.229000	54	0
8	0	0	neu_l_14.wav	neu_r_27.wav	2015-06-03_13.16.51.229000	55	0
8	0	1	l_tol_5.wav	neu_r_59.wav	2015-06-03_13.16.51.229000	56	1
8	0	0	l_lup_8.wav	neg_r_21.wav	2015-06-03_13.16.51.229000	57	0
8	0	0	l_nif_3.wav	neu_r_65.wav	2015-06-03_13.16.51.229000	58	0
