ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
15	42	8.027000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	cs3	labor1	2015-06-03_16.27.11.242000	1
15	32	5.560000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	cs1	labor1	2015-06-03_16.27.11.242000	2
15	54	6.037000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	cs2	labor1	2015-06-03_16.27.11.242000	3
15	72	3.042000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor1	2015-06-03_16.27.11.242000	4
15	22	2.744000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	target	labor1	2015-06-03_16.27.11.242000	5
15	61	2.500000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	target	labor1	2015-06-03_16.27.11.242000	6
15	63	3.416000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	cs2	labor1	2015-06-03_16.27.11.242000	7
15	29	3.145000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs1	labor1	2015-06-03_16.27.11.242000	8
15	17	3.802000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	-1	cs1	labor1	2015-06-03_16.27.11.242000	9
15	36	2.888000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor1	2015-06-03_16.27.11.242000	10
15	46	2.648000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	cs3	labor1	2015-06-03_16.27.11.242000	11
15	29	2.863000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	target	labor1	2015-06-03_16.27.11.242000	12
15	44	4.509000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs3	labor1	2015-06-03_16.27.11.242000	13
15	56	1.699000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	target	labor1	2015-06-03_16.27.11.242000	14
15	63	2.107000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	cs1	labor1	2015-06-03_16.27.11.242000	15
15	55	3.217000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor1	2015-06-03_16.27.11.242000	16
15	41	1.722000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	cs3	labor1	2015-06-03_16.27.11.242000	17
15	32	1.686000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor1	2015-06-03_16.27.11.242000	18
15	54	3.250000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	cs2	labor1	2015-06-03_16.27.11.242000	19
15	61	2.143000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	target	labor1	2015-06-03_16.27.11.242000	20
15	56	2.283000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor1	2015-06-03_16.27.11.242000	21
15	48	3.627000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	cs2	labor1	2015-06-03_16.27.11.242000	22
