ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
37	0	1	neu_l_61.wav	r_nif_5.wav	2015-06-10_15.30.15.290000	1	1
37	1	0	neu_l_20.wav	neg_r_9.wav	2015-06-10_15.30.15.290000	2	0
37	0	0	neu_l_74.wav	neu_r_17.wav	2015-06-10_15.30.15.290000	3	0
37	0	1	neu_l_16.wav	r_nif_11.wav	2015-06-10_15.30.15.290000	4	1
37	1	0	neu_l_31.wav	neg_r_36.wav	2015-06-10_15.30.15.290000	5	0
37	0	0	neu_l_1.wav	neu_r_58.wav	2015-06-10_15.30.15.290000	6	0
37	0	1	neu_l_51.wav	r_nif_19.wav	2015-06-10_15.30.15.290000	7	1
37	1	0	neu_l_67.wav	pos_r_11.wav	2015-06-10_15.30.15.290000	8	0
37	0	0	neu_l_56.wav	neu_r_10.wav	2015-06-10_15.30.15.290000	9	0
37	0	0	neu_l_9.wav	neg_r_34.wav	2015-06-10_15.30.15.290000	10	1
37	0	0	neu_l_15.wav	neu_r_72.wav	2015-06-10_15.30.15.290000	11	0
37	0	1	neu_l_47.wav	r_nif_6.wav	2015-06-10_15.30.15.290000	12	1
37	1	0	neu_l_30.wav	neg_r_79.wav	2015-06-10_15.30.15.290000	13	0
37	0	0	neu_l_42.wav	neu_r_17.wav	2015-06-10_15.30.15.290000	14	0
37	0	1	neu_l_43.wav	r_nif_15.wav	2015-06-10_15.30.15.290000	15	1
37	1	0	neu_l_41.wav	neg_r_50.wav	2015-06-10_15.30.15.290000	16	0
37	0	0	neu_l_57.wav	neu_r_72.wav	2015-06-10_15.30.15.290000	17	0
37	0	1	neu_l_20.wav	r_nif_15.wav	2015-06-10_15.30.15.290000	18	1
37	1	0	neu_l_47.wav	neg_r_37.wav	2015-06-10_15.30.15.290000	19	0
37	0	0	neu_l_4.wav	neu_r_77.wav	2015-06-10_15.30.15.290000	20	0
37	0	0	neu_l_21.wav	pos_r_39.wav	2015-06-10_15.30.15.290000	21	1
37	0	0	neu_l_74.wav	neu_r_44.wav	2015-06-10_15.30.15.290000	22	0
37	0	1	neu_l_3.wav	r_nif_5.wav	2015-06-10_15.30.15.290000	23	1
37	1	0	neu_l_27.wav	neg_r_1.wav	2015-06-10_15.30.15.290000	24	0
37	0	0	neu_l_43.wav	neu_r_44.wav	2015-06-10_15.30.15.290000	25	0
37	0	0	neu_l_3.wav	neg_r_39.wav	2015-06-10_15.30.15.290000	26	1
37	0	0	neu_l_43.wav	neu_r_24.wav	2015-06-10_15.30.15.290000	27	0
