ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
34	70	5.634000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor2	2015-06-10_12.48.09.852000	1
34	53	4.877000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	-1	cs3	labor2	2015-06-10_12.48.09.852000	2
34	78	2.910000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor2	2015-06-10_12.48.09.852000	3
34	43	4.053000	Befetol	./sounds/cs/ratingcs/tol_14.wav	-1	cs1	labor2	2015-06-10_12.48.09.852000	4
34	93	2.390000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	target	labor2	2015-06-10_12.48.09.852000	5
34	37	2.301000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	cs3	labor2	2015-06-10_12.48.09.852000	6
34	70	2.222000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	target	labor2	2015-06-10_12.48.09.852000	7
34	88	4.089000	Missonif	./sounds/cs/ratingcs/nif_10.wav	-1	target	labor2	2015-06-10_12.48.09.852000	8
34	48	2.202000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	cs1	labor2	2015-06-10_12.48.09.852000	9
34	59	3.420000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor2	2015-06-10_12.48.09.852000	10
34	63	6.727000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	cs1	labor2	2015-06-10_12.48.09.852000	11
34	30	2.557000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor2	2015-06-10_12.48.09.852000	12
34	42	4.550000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	cs3	labor2	2015-06-10_12.48.09.852000	13
34	57	1.912000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	target	labor2	2015-06-10_12.48.09.852000	14
34	74	3.053000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs1	labor2	2015-06-10_12.48.09.852000	15
34	65	1.854000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor2	2015-06-10_12.48.09.852000	16
34	68	1.895000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	target	labor2	2015-06-10_12.48.09.852000	17
34	51	2.830000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	cs3	labor2	2015-06-10_12.48.09.852000	18
34	41	1.887000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	cs2	labor2	2015-06-10_12.48.09.852000	19
34	61	2.003000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor2	2015-06-10_12.48.09.852000	20
34	27	1.621000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	-1	cs2	labor2	2015-06-10_12.48.09.852000	21
34	46	2.851000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor2	2015-06-10_12.48.09.852000	22
