ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
4	30	9.078000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	0	cs1	labor8	2015-06-03_11.03.22.681000	1
4	31	4.692000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor8	2015-06-03_11.03.22.681000	2
4	40	2.654000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs3	labor8	2015-06-03_11.03.22.681000	3
4	32	2.476000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	0	cs1	labor8	2015-06-03_11.03.22.681000	4
4	44	2.855000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	target	labor8	2015-06-03_11.03.22.681000	5
4	50	2.654000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs3	labor8	2015-06-03_11.03.22.681000	6
4	39	2.405000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	target	labor8	2015-06-03_11.03.22.681000	7
4	42	2.471000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs1	labor8	2015-06-03_11.03.22.681000	8
4	52	1.944000	Missonif	./sounds/cs/ratingcs/nif_10.wav	0	cs3	labor8	2015-06-03_11.03.22.681000	9
4	32	3.140000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	target	labor8	2015-06-03_11.03.22.681000	10
4	56	1.694000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs3	labor8	2015-06-03_11.03.22.681000	11
4	44	2.351000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs1	labor8	2015-06-03_11.03.22.681000	12
4	35	2.574000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	target	labor8	2015-06-03_11.03.22.681000	13
4	32	2.529000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	target	labor8	2015-06-03_11.03.22.681000	14
4	40	4.445000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	target	labor8	2015-06-03_11.03.22.681000	15
4	40	1.873000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	target	labor8	2015-06-03_11.03.22.681000	16
4	33	2.976000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs1	labor8	2015-06-03_11.03.22.681000	17
4	45	2.072000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs1	labor8	2015-06-03_11.03.22.681000	18
4	34	2.225000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	cs1	labor8	2015-06-03_11.03.22.681000	19
4	40	2.311000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	target	labor8	2015-06-03_11.03.22.681000	20
4	31	2.372000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	target	labor8	2015-06-03_11.03.22.681000	21
4	42	5.389000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	cs1	labor8	2015-06-03_11.03.22.681000	22
