ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
62	0	neu_l_46.wav	r_tol_10.wav	1	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_72.wav	neg_r_4.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_74.wav	r_tol_4.wav	1	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_33.wav	pos_r_42.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_39.wav	pos_r_59.wav	0	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_45.wav	neu_r_32.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_28.wav	r_tol_17.wav	1	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_8.wav	neg_r_52.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_38.wav	r_tol_10.wav	1	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_33.wav	neg_r_35.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_65.wav	neg_r_36.wav	0	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_9.wav	neu_r_31.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_1.wav	r_tol_4.wav	1	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_44.wav	pos_r_2.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_20.wav	neu_r_4.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_38.wav	neg_r_7.wav	0	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_25.wav	neu_r_27.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_5.wav	neu_r_36.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_12.wav	neu_r_50.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_10.wav	neu_r_51.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_72.wav	r_tol_5.wav	1	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_25.wav	pos_r_53.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_17.wav	neu_r_59.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_78.wav	pos_r_7.wav	0	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_63.wav	neu_r_37.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_7.wav	neu_r_59.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_68.wav	r_tol_17.wav	1	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_35.wav	neg_r_3.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_46.wav	r_tol_5.wav	1	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_14.wav	pos_r_44.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_46.wav	r_tol_10.wav	1	-1	1	2015-06-17_13.58.42.847000
62	1	neu_l_72.wav	neg_r_4.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_74.wav	r_tol_4.wav	1	1	1	2015-06-17_13.58.42.847000
62	1	neu_l_33.wav	pos_r_42.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_39.wav	pos_r_59.wav	0	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_45.wav	neu_r_32.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_28.wav	r_tol_17.wav	1	-1	1	2015-06-17_13.58.42.847000
62	1	neu_l_8.wav	neg_r_52.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_38.wav	r_tol_10.wav	1	-1	1	2015-06-17_13.58.42.847000
62	1	neu_l_33.wav	neg_r_35.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_65.wav	neg_r_36.wav	0	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_9.wav	neu_r_31.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_1.wav	r_tol_4.wav	1	1	1	2015-06-17_13.58.42.847000
62	1	neu_l_44.wav	pos_r_2.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_20.wav	neu_r_4.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_38.wav	neg_r_7.wav	0	-1	1	2015-06-17_13.58.42.847000
62	0	neu_l_25.wav	neu_r_27.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_5.wav	neu_r_36.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_12.wav	neu_r_50.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_10.wav	neu_r_51.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_72.wav	r_tol_5.wav	1	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_25.wav	pos_r_53.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_17.wav	neu_r_59.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_78.wav	pos_r_7.wav	0	1	1	2015-06-17_13.58.42.847000
62	0	neu_l_63.wav	neu_r_37.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	l_nif_7.wav	neu_r_59.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_68.wav	r_tol_17.wav	1	-1	1	2015-06-17_13.58.42.847000
62	1	neu_l_35.wav	neg_r_3.wav	0	0	0	2015-06-17_13.58.42.847000
62	0	neu_l_46.wav	r_tol_5.wav	1	1	1	2015-06-17_13.58.42.847000
62	1	neu_l_14.wav	pos_r_44.wav	0	0	0	2015-06-17_13.58.42.847000
