ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
2	0	1	neu_l_46.wav	r_tol_19.wav	2015-06-03_10.31.03.576000	1	1
2	1	0	neu_l_9.wav	pos_r_71.wav	2015-06-03_10.31.03.576000	2	0
2	0	0	neu_l_11.wav	neu_r_28.wav	2015-06-03_10.31.03.576000	3	0
2	0	1	l_tol_1.wav	neu_r_20.wav	2015-06-03_10.31.03.576000	4	1
2	0	0	l_lup_11.wav	neg_r_32.wav	2015-06-03_10.31.03.576000	5	0
2	1	0	l_nif_11.wav	neu_r_68.wav	2015-06-03_10.31.03.576000	6	0
2	0	1	neu_l_26.wav	r_tol_20.wav	2015-06-03_10.31.03.576000	7	1
2	1	0	neu_l_71.wav	neg_r_36.wav	2015-06-03_10.31.03.576000	8	0
2	0	0	neu_l_48.wav	neu_r_69.wav	2015-06-03_10.31.03.576000	9	0
2	0	1	neu_l_65.wav	r_tol_5.wav	2015-06-03_10.31.03.576000	10	1
2	1	0	neu_l_36.wav	neg_r_47.wav	2015-06-03_10.31.03.576000	11	0
2	0	0	neu_l_29.wav	neu_r_74.wav	2015-06-03_10.31.03.576000	12	0
2	0	1	neu_l_46.wav	r_tol_17.wav	2015-06-03_10.31.03.576000	13	1
2	1	0	neu_l_64.wav	neg_r_72.wav	2015-06-03_10.31.03.576000	14	0
2	0	0	neu_l_16.wav	neu_r_5.wav	2015-06-03_10.31.03.576000	15	0
2	0	1	neu_l_48.wav	r_tol_18.wav	2015-06-03_10.31.03.576000	16	1
2	1	0	neu_l_65.wav	pos_r_39.wav	2015-06-03_10.31.03.576000	17	0
2	0	0	neu_l_62.wav	neu_r_69.wav	2015-06-03_10.31.03.576000	18	0
2	0	1	neu_l_10.wav	r_tol_15.wav	2015-06-03_10.31.03.576000	19	1
2	1	0	neu_l_4.wav	pos_r_13.wav	2015-06-03_10.31.03.576000	20	0
2	0	0	neu_l_2.wav	neu_r_43.wav	2015-06-03_10.31.03.576000	21	0
2	0	1	neu_l_15.wav	r_tol_6.wav	2015-06-03_10.31.03.576000	22	1
2	1	0	neu_l_45.wav	neg_r_35.wav	2015-06-03_10.31.03.576000	23	0
2	0	0	neu_l_53.wav	neu_r_38.wav	2015-06-03_10.31.03.576000	24	0
2	0	0	neu_l_14.wav	pos_r_49.wav	2015-06-03_10.31.03.576000	25	1
2	0	0	neu_l_36.wav	neu_r_5.wav	2015-06-03_10.31.03.576000	26	0
2	0	1	neu_l_25.wav	r_tol_18.wav	2015-06-03_10.31.03.576000	27	1
2	1	0	neu_l_72.wav	pos_r_70.wav	2015-06-03_10.31.03.576000	28	0
2	0	0	neu_l_53.wav	neu_r_43.wav	2015-06-03_10.31.03.576000	29	0
2	0	1	neu_l_4.wav	r_tol_15.wav	2015-06-03_10.31.03.576000	30	1
2	1	0	neu_l_45.wav	pos_r_37.wav	2015-06-03_10.31.03.576000	31	0
2	0	0	neu_l_1.wav	neu_r_40.wav	2015-06-03_10.31.03.576000	32	0
2	0	0	neu_l_21.wav	neg_r_13.wav	2015-06-03_10.31.03.576000	33	1
2	0	0	neu_l_51.wav	neu_r_73.wav	2015-06-03_10.31.03.576000	34	0
2	0	1	neu_l_24.wav	r_tol_2.wav	2015-06-03_10.31.03.576000	35	1
2	1	0	neu_l_55.wav	pos_r_58.wav	2015-06-03_10.31.03.576000	36	0
2	0	0	neu_l_71.wav	neu_r_74.wav	2015-06-03_10.31.03.576000	37	0
2	0	1	neu_l_21.wav	r_tol_2.wav	2015-06-03_10.31.03.576000	38	1
2	1	0	neu_l_21.wav	pos_r_32.wav	2015-06-03_10.31.03.576000	39	0
