ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
19	52	4.619000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	cs3	labor1	2015-06-08_13.32.10.823000	1
19	51	2.383000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs2	labor1	2015-06-08_13.32.10.823000	2
19	40	2.770000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	cs1	labor1	2015-06-08_13.32.10.823000	3
19	52	1.819000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor1	2015-06-08_13.32.10.823000	4
19	53	1.433000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	target	labor1	2015-06-08_13.32.10.823000	5
19	55	1.465000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	target	labor1	2015-06-08_13.32.10.823000	6
19	50	1.107000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	cs1	labor1	2015-06-08_13.32.10.823000	7
19	40	2.149000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	-1	cs3	labor1	2015-06-08_13.32.10.823000	8
19	54	1.836000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor1	2015-06-08_13.32.10.823000	9
19	52	1.292000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	target	labor1	2015-06-08_13.32.10.823000	10
19	52	1.385000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor1	2015-06-08_13.32.10.823000	11
19	54	1.501000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs3	labor1	2015-06-08_13.32.10.823000	12
19	38	2.519000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	cs2	labor1	2015-06-08_13.32.10.823000	13
19	60	1.369000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	target	labor1	2015-06-08_13.32.10.823000	14
19	53	1.104000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor1	2015-06-08_13.32.10.823000	15
19	38	1.499000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	cs3	labor1	2015-06-08_13.32.10.823000	16
19	42	1.164000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	cs1	labor1	2015-06-08_13.32.10.823000	17
19	59	1.334000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	target	labor1	2015-06-08_13.32.10.823000	18
19	42	2.537000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	cs2	labor1	2015-06-08_13.32.10.823000	19
19	53	1.721000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	cs1	labor1	2015-06-08_13.32.10.823000	20
19	52	1.940000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor1	2015-06-08_13.32.10.823000	21
19	43	1.391000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	cs2	labor1	2015-06-08_13.32.10.823000	22
