ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
32	0	0	neu_l_21.wav	pos_r_51.wav	2015-06-10_12.01.40.202000	1	1
32	0	0	neu_l_10.wav	neu_r_64.wav	2015-06-10_12.01.40.202000	2	0
32	0	1	neu_l_69.wav	r_tol_17.wav	2015-06-10_12.01.40.202000	3	1
32	1	0	neu_l_14.wav	neg_r_53.wav	2015-06-10_12.01.40.202000	4	0
32	0	0	neu_l_78.wav	neu_r_32.wav	2015-06-10_12.01.40.202000	5	0
32	0	0	neu_l_1.wav	pos_r_44.wav	2015-06-10_12.01.40.202000	6	1
32	0	0	neu_l_58.wav	neu_r_72.wav	2015-06-10_12.01.40.202000	7	0
32	0	1	neu_l_70.wav	r_tol_14.wav	2015-06-10_12.01.40.202000	8	1
32	1	0	neu_l_38.wav	pos_r_10.wav	2015-06-10_12.01.40.202000	9	0
32	0	0	neu_l_41.wav	neu_r_48.wav	2015-06-10_12.01.40.202000	10	0
32	0	1	neu_l_35.wav	r_tol_14.wav	2015-06-10_12.01.40.202000	11	1
32	1	0	neu_l_71.wav	pos_r_57.wav	2015-06-10_12.01.40.202000	12	0
32	0	0	neu_l_2.wav	neu_r_46.wav	2015-06-10_12.01.40.202000	13	0
32	0	0	neu_l_66.wav	neg_r_16.wav	2015-06-10_12.01.40.202000	14	1
32	0	0	neu_l_71.wav	neu_r_80.wav	2015-06-10_12.01.40.202000	15	0
32	0	1	l_tol_3.wav	neu_r_73.wav	2015-06-10_12.01.40.202000	16	1
32	0	0	l_nif_11.wav	pos_r_79.wav	2015-06-10_12.01.40.202000	17	0
32	0	0	l_lup_15.wav	neu_r_74.wav	2015-06-10_12.01.40.202000	18	0
32	0	0	neu_l_62.wav	pos_r_31.wav	2015-06-10_12.01.40.202000	19	1
32	0	0	neu_l_52.wav	neu_r_56.wav	2015-06-10_12.01.40.202000	20	0
32	0	1	neu_l_33.wav	r_tol_18.wav	2015-06-10_12.01.40.202000	21	1
32	1	0	neu_l_38.wav	neg_r_26.wav	2015-06-10_12.01.40.202000	22	0
32	0	0	neu_l_68.wav	neu_r_46.wav	2015-06-10_12.01.40.202000	23	0
32	0	1	l_tol_2.wav	neu_r_11.wav	2015-06-10_12.01.40.202000	24	1
32	0	0	l_nif_20.wav	neg_r_67.wav	2015-06-10_12.01.40.202000	25	0
32	0	0	l_lup_9.wav	neu_r_56.wav	2015-06-10_12.01.40.202000	26	0
32	0	1	l_tol_12.wav	neu_r_32.wav	2015-06-10_12.01.40.202000	27	1
32	0	0	l_nif_9.wav	neg_r_64.wav	2015-06-10_12.01.40.202000	28	0
32	0	0	l_lup_14.wav	neu_r_79.wav	2015-06-10_12.01.40.202000	29	0
32	0	1	neu_l_2.wav	r_tol_4.wav	2015-06-10_12.01.40.202000	30	1
32	1	0	neu_l_49.wav	neg_r_23.wav	2015-06-10_12.01.40.202000	31	0
32	0	0	neu_l_13.wav	neu_r_50.wav	2015-06-10_12.01.40.202000	32	0
32	0	1	l_tol_1.wav	neu_r_11.wav	2015-06-10_12.01.40.202000	33	1
32	0	0	l_nif_16.wav	pos_r_2.wav	2015-06-10_12.01.40.202000	34	0
32	0	0	l_lup_8.wav	neu_r_40.wav	2015-06-10_12.01.40.202000	35	0
32	0	1	neu_l_19.wav	r_tol_14.wav	2015-06-10_12.01.40.202000	36	1
32	1	0	neu_l_39.wav	pos_r_45.wav	2015-06-10_12.01.40.202000	37	0
32	0	0	neu_l_25.wav	neu_r_77.wav	2015-06-10_12.01.40.202000	38	0
32	0	1	neu_l_76.wav	r_tol_11.wav	2015-06-10_12.01.40.202000	39	1
32	1	0	neu_l_14.wav	neg_r_77.wav	2015-06-10_12.01.40.202000	40	0
32	0	0	neu_l_71.wav	neu_r_75.wav	2015-06-10_12.01.40.202000	41	0
32	0	0	neu_l_62.wav	pos_r_20.wav	2015-06-10_12.01.40.202000	42	1
32	0	0	neu_l_65.wav	neu_r_46.wav	2015-06-10_12.01.40.202000	43	0
32	0	1	neu_l_78.wav	r_tol_5.wav	2015-06-10_12.01.40.202000	44	1
32	1	0	neu_l_44.wav	pos_r_6.wav	2015-06-10_12.01.40.202000	45	0
32	0	0	neu_l_31.wav	neu_r_74.wav	2015-06-10_12.01.40.202000	46	0
32	0	1	neu_l_45.wav	r_tol_18.wav	2015-06-10_12.01.40.202000	47	1
32	1	0	neu_l_10.wav	neg_r_45.wav	2015-06-10_12.01.40.202000	48	0
32	0	0	neu_l_71.wav	neu_r_7.wav	2015-06-10_12.01.40.202000	49	0
32	0	1	neu_l_41.wav	r_tol_15.wav	2015-06-10_12.01.40.202000	50	1
32	1	0	neu_l_42.wav	pos_r_16.wav	2015-06-10_12.01.40.202000	51	0
32	0	0	neu_l_35.wav	neu_r_4.wav	2015-06-10_12.01.40.202000	52	0
32	0	0	neu_l_60.wav	pos_r_11.wav	2015-06-10_12.01.40.202000	53	1
32	0	0	neu_l_23.wav	neu_r_24.wav	2015-06-10_12.01.40.202000	54	0
32	0	1	neu_l_67.wav	r_tol_5.wav	2015-06-10_12.01.40.202000	55	1
32	1	0	neu_l_6.wav	pos_r_55.wav	2015-06-10_12.01.40.202000	56	0
32	0	0	neu_l_47.wav	neu_r_24.wav	2015-06-10_12.01.40.202000	57	0
32	0	1	neu_l_45.wav	r_tol_15.wav	2015-06-10_12.01.40.202000	58	1
