ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
37	57	6.914000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	1	cs2	labor1	2015-06-10_15.30.15.290000	1
37	80	2.807000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs1	labor1	2015-06-10_15.30.15.290000	2
37	50	2.987000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	cs3	labor1	2015-06-10_15.30.15.290000	3
37	49	3.266000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs1	labor1	2015-06-10_15.30.15.290000	4
37	50	3.299000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	target	labor1	2015-06-10_15.30.15.290000	5
37	61	4.335000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs3	labor1	2015-06-10_15.30.15.290000	6
37	32	2.331000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	cs2	labor1	2015-06-10_15.30.15.290000	7
37	59	3.194000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	cs1	labor1	2015-06-10_15.30.15.290000	8
37	69	2.484000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor1	2015-06-10_15.30.15.290000	9
37	33	3.053000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs3	labor1	2015-06-10_15.30.15.290000	10
37	45	3.859000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor1	2015-06-10_15.30.15.290000	11
37	69	2.181000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor1	2015-06-10_15.30.15.290000	12
37	67	2.116000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	target	labor1	2015-06-10_15.30.15.290000	13
37	43	2.462000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	cs3	labor1	2015-06-10_15.30.15.290000	14
37	58	2.949000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	-1	cs2	labor1	2015-06-10_15.30.15.290000	15
37	29	2.805000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	cs2	labor1	2015-06-10_15.30.15.290000	16
37	70	2.572000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor1	2015-06-10_15.30.15.290000	17
37	72	2.344000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	target	labor1	2015-06-10_15.30.15.290000	18
37	69	2.377000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor1	2015-06-10_15.30.15.290000	19
37	71	2.735000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	target	labor1	2015-06-10_15.30.15.290000	20
37	72	2.117000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	target	labor1	2015-06-10_15.30.15.290000	21
37	77	3.757000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	1	cs1	labor1	2015-06-10_15.30.15.290000	22
