ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
38	0	1	neu_l_33.wav	r_tol_5.wav	2015-06-10_15.31.34.046000	1	1
38	1	0	neu_l_73.wav	neg_r_28.wav	2015-06-10_15.31.34.046000	2	0
38	0	0	neu_l_27.wav	neu_r_54.wav	2015-06-10_15.31.34.046000	3	0
38	0	1	neu_l_40.wav	r_tol_5.wav	2015-06-10_15.31.34.046000	4	1
38	1	0	neu_l_58.wav	neg_r_67.wav	2015-06-10_15.31.34.046000	5	0
38	0	0	neu_l_42.wav	neu_r_6.wav	2015-06-10_15.31.34.046000	6	0
38	0	0	neu_l_11.wav	pos_r_26.wav	2015-06-10_15.31.34.046000	7	1
38	0	0	neu_l_29.wav	neu_r_13.wav	2015-06-10_15.31.34.046000	8	0
38	0	1	neu_l_16.wav	r_tol_12.wav	2015-06-10_15.31.34.046000	9	1
38	1	0	neu_l_73.wav	neg_r_39.wav	2015-06-10_15.31.34.046000	10	0
38	0	0	neu_l_9.wav	neu_r_78.wav	2015-06-10_15.31.34.046000	11	0
38	0	1	neu_l_74.wav	r_tol_4.wav	2015-06-10_15.31.34.046000	12	1
38	1	0	neu_l_60.wav	pos_r_59.wav	2015-06-10_15.31.34.046000	13	0
38	0	0	neu_l_74.wav	neu_r_14.wav	2015-06-10_15.31.34.046000	14	0
38	0	1	neu_l_9.wav	r_tol_10.wav	2015-06-10_15.31.34.046000	15	1
38	1	0	neu_l_67.wav	pos_r_52.wav	2015-06-10_15.31.34.046000	16	0
38	0	0	neu_l_37.wav	neu_r_7.wav	2015-06-10_15.31.34.046000	17	0
38	0	0	neu_l_11.wav	neg_r_41.wav	2015-06-10_15.31.34.046000	18	1
38	0	0	neu_l_57.wav	neu_r_10.wav	2015-06-10_15.31.34.046000	19	0
38	0	1	neu_l_20.wav	r_tol_18.wav	2015-06-10_15.31.34.046000	20	1
38	1	0	neu_l_46.wav	neg_r_55.wav	2015-06-10_15.31.34.046000	21	0
38	0	0	neu_l_8.wav	neu_r_47.wav	2015-06-10_15.31.34.046000	22	0
38	0	1	l_tol_3.wav	neu_r_19.wav	2015-06-10_15.31.34.046000	23	1
38	0	0	l_nif_2.wav	pos_r_58.wav	2015-06-10_15.31.34.046000	24	0
38	0	0	l_lup_10.wav	neu_r_13.wav	2015-06-10_15.31.34.046000	25	0
38	0	1	l_tol_3.wav	neu_r_79.wav	2015-06-10_15.31.34.046000	26	1
38	0	0	l_nif_2.wav	pos_r_69.wav	2015-06-10_15.31.34.046000	27	0
38	0	0	l_lup_10.wav	neu_r_53.wav	2015-06-10_15.31.34.046000	28	0
38	0	0	neu_l_66.wav	neg_r_32.wav	2015-06-10_15.31.34.046000	29	1
38	0	0	neu_l_31.wav	neu_r_48.wav	2015-06-10_15.31.34.046000	30	0
38	0	0	neu_l_72.wav	neg_r_68.wav	2015-06-10_15.31.34.046000	31	1
38	0	0	neu_l_66.wav	neu_r_10.wav	2015-06-10_15.31.34.046000	32	0
38	0	1	neu_l_33.wav	r_tol_6.wav	2015-06-10_15.31.34.046000	33	1
38	1	0	neu_l_39.wav	pos_r_64.wav	2015-06-10_15.31.34.046000	34	0
38	0	0	neu_l_58.wav	neu_r_64.wav	2015-06-10_15.31.34.046000	35	0
38	0	1	neu_l_45.wav	r_tol_10.wav	2015-06-10_15.31.34.046000	36	1
38	1	0	neu_l_4.wav	pos_r_67.wav	2015-06-10_15.31.34.046000	37	0
38	0	0	neu_l_65.wav	neu_r_69.wav	2015-06-10_15.31.34.046000	38	0
38	0	0	neu_l_50.wav	pos_r_70.wav	2015-06-10_15.31.34.046000	39	1
38	0	0	neu_l_21.wav	neu_r_18.wav	2015-06-10_15.31.34.046000	40	0
38	0	1	neu_l_31.wav	r_tol_18.wav	2015-06-10_15.31.34.046000	41	1
38	1	0	neu_l_21.wav	neg_r_10.wav	2015-06-10_15.31.34.046000	42	0
