ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
22	0	1	neu_l_32.wav	r_nif_2.wav	2015-06-09_08.59.00.942000	1	1
22	1	0	neu_l_38.wav	pos_r_69.wav	2015-06-09_08.59.00.942000	2	0
22	0	0	neu_l_37.wav	neu_r_36.wav	2015-06-09_08.59.00.942000	3	0
22	0	1	neu_l_4.wav	r_nif_4.wav	2015-06-09_08.59.00.942000	4	1
22	1	0	neu_l_9.wav	pos_r_54.wav	2015-06-09_08.59.00.942000	5	0
22	0	0	neu_l_77.wav	neu_r_63.wav	2015-06-09_08.59.00.942000	6	0
22	0	1	neu_l_73.wav	r_nif_8.wav	2015-06-09_08.59.00.942000	7	1
22	1	0	neu_l_56.wav	neg_r_61.wav	2015-06-09_08.59.00.942000	8	0
22	0	0	neu_l_68.wav	neu_r_25.wav	2015-06-09_08.59.00.942000	9	0
22	0	1	l_nif_10.wav	neu_r_43.wav	2015-06-09_08.59.00.942000	10	1
22	0	0	l_lup_18.wav	pos_r_60.wav	2015-06-09_08.59.00.942000	11	0
22	0	0	l_tol_3.wav	neu_r_36.wav	2015-06-09_08.59.00.942000	12	0
22	0	0	neu_l_3.wav	pos_r_3.wav	2015-06-09_08.59.00.942000	13	1
22	0	0	neu_l_40.wav	neu_r_59.wav	2015-06-09_08.59.00.942000	14	0
22	0	1	l_nif_15.wav	neu_r_5.wav	2015-06-09_08.59.00.942000	15	1
22	0	0	l_lup_9.wav	pos_r_67.wav	2015-06-09_08.59.00.942000	16	0
22	0	0	l_tol_9.wav	neu_r_71.wav	2015-06-09_08.59.00.942000	17	0
22	0	1	neu_l_64.wav	r_nif_4.wav	2015-06-09_08.59.00.942000	18	1
22	1	0	neu_l_38.wav	pos_r_76.wav	2015-06-09_08.59.00.942000	19	0
22	0	0	neu_l_73.wav	neu_r_69.wav	2015-06-09_08.59.00.942000	20	0
22	1	1	neu_l_18.wav	r_nif_8.wav	2015-06-09_08.59.00.942000	21	1
22	0	0	neu_l_61.wav	neg_r_51.wav	2015-06-09_08.59.00.942000	22	0
22	0	0	neu_l_19.wav	neu_r_63.wav	2015-06-09_08.59.00.942000	23	0
22	0	1	neu_l_22.wav	r_nif_2.wav	2015-06-09_08.59.00.942000	24	1
22	1	0	neu_l_3.wav	pos_r_1.wav	2015-06-09_08.59.00.942000	25	0
22	0	0	neu_l_45.wav	neu_r_69.wav	2015-06-09_08.59.00.942000	26	0
22	0	1	neu_l_3.wav	r_nif_1.wav	2015-06-09_08.59.00.942000	27	1
