ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
34	0	1	neu_l_32.wav	r_nif_3.wav	2015-06-10_12.48.09.852000	1	1
34	1	0	neu_l_71.wav	pos_r_6.wav	2015-06-10_12.48.09.852000	2	0
34	0	0	neu_l_56.wav	neu_r_22.wav	2015-06-10_12.48.09.852000	3	0
34	0	0	neu_l_7.wav	pos_r_39.wav	2015-06-10_12.48.09.852000	4	1
34	0	0	neu_l_10.wav	neu_r_14.wav	2015-06-10_12.48.09.852000	5	0
34	0	1	neu_l_43.wav	r_nif_20.wav	2015-06-10_12.48.09.852000	6	1
34	1	0	neu_l_41.wav	neg_r_57.wav	2015-06-10_12.48.09.852000	7	0
34	0	0	neu_l_16.wav	neu_r_8.wav	2015-06-10_12.48.09.852000	8	0
34	0	1	l_nif_4.wav	neu_r_39.wav	2015-06-10_12.48.09.852000	9	1
34	0	0	l_lup_9.wav	pos_r_23.wav	2015-06-10_12.48.09.852000	10	0
34	0	0	l_tol_17.wav	neu_r_64.wav	2015-06-10_12.48.09.852000	11	0
34	0	0	neu_l_58.wav	pos_r_24.wav	2015-06-10_12.48.09.852000	12	1
34	0	0	neu_l_55.wav	neu_r_25.wav	2015-06-10_12.48.09.852000	13	0
34	0	1	l_nif_4.wav	neu_r_31.wav	2015-06-10_12.48.09.852000	14	1
34	0	0	l_lup_9.wav	pos_r_8.wav	2015-06-10_12.48.09.852000	15	0
34	0	0	l_tol_17.wav	neu_r_19.wav	2015-06-10_12.48.09.852000	16	0
34	0	0	neu_l_50.wav	pos_r_64.wav	2015-06-10_12.48.09.852000	17	1
34	0	0	neu_l_51.wav	neu_r_31.wav	2015-06-10_12.48.09.852000	18	0
34	0	0	neu_l_53.wav	neg_r_28.wav	2015-06-10_12.48.09.852000	19	1
34	0	0	neu_l_10.wav	neu_r_48.wav	2015-06-10_12.48.09.852000	20	0
34	0	1	neu_l_6.wav	r_nif_2.wav	2015-06-10_12.48.09.852000	21	1
34	1	0	neu_l_11.wav	neg_r_65.wav	2015-06-10_12.48.09.852000	22	0
34	0	0	neu_l_15.wav	neu_r_62.wav	2015-06-10_12.48.09.852000	23	0
34	0	1	neu_l_53.wav	r_nif_17.wav	2015-06-10_12.48.09.852000	24	1
34	1	0	neu_l_50.wav	pos_r_24.wav	2015-06-10_12.48.09.852000	25	0
34	0	0	neu_l_77.wav	neu_r_54.wav	2015-06-10_12.48.09.852000	26	0
34	0	0	neu_l_7.wav	neg_r_32.wav	2015-06-10_12.48.09.852000	27	1
34	0	0	neu_l_74.wav	neu_r_31.wav	2015-06-10_12.48.09.852000	28	0
34	0	0	neu_l_41.wav	pos_r_65.wav	2015-06-10_12.48.09.852000	29	1
34	1	0	neu_l_10.wav	neu_r_1.wav	2015-06-10_12.48.09.852000	30	0
34	0	1	neu_l_68.wav	r_nif_10.wav	2015-06-10_12.48.09.852000	31	1
34	1	0	neu_l_28.wav	neg_r_80.wav	2015-06-10_12.48.09.852000	32	0
34	0	0	neu_l_36.wav	neu_r_5.wav	2015-06-10_12.48.09.852000	33	0
34	0	1	neu_l_67.wav	r_nif_3.wav	2015-06-10_12.48.09.852000	34	1
34	1	0	neu_l_7.wav	pos_r_40.wav	2015-06-10_12.48.09.852000	35	0
34	0	0	neu_l_36.wav	neu_r_39.wav	2015-06-10_12.48.09.852000	36	0
34	0	1	l_nif_9.wav	neu_r_25.wav	2015-06-10_12.48.09.852000	37	1
34	1	0	l_lup_7.wav	pos_r_64.wav	2015-06-10_12.48.09.852000	38	0
34	0	0	l_tol_14.wav	neu_r_14.wav	2015-06-10_12.48.09.852000	39	0
34	0	1	l_nif_9.wav	neu_r_17.wav	2015-06-10_12.48.09.852000	40	1
34	1	0	l_lup_7.wav	pos_r_20.wav	2015-06-10_12.48.09.852000	41	0
34	0	0	l_tol_14.wav	neu_r_14.wav	2015-06-10_12.48.09.852000	42	0
34	0	1	neu_l_36.wav	r_nif_20.wav	2015-06-10_12.48.09.852000	43	1
34	1	0	neu_l_76.wav	neg_r_19.wav	2015-06-10_12.48.09.852000	44	0
34	0	0	neu_l_69.wav	neu_r_25.wav	2015-06-10_12.48.09.852000	45	0
34	0	1	neu_l_18.wav	r_nif_12.wav	2015-06-10_12.48.09.852000	46	1
34	1	0	neu_l_56.wav	neg_r_9.wav	2015-06-10_12.48.09.852000	47	0
34	0	0	neu_l_74.wav	neu_r_33.wav	2015-06-10_12.48.09.852000	48	0
34	0	1	l_nif_9.wav	neu_r_1.wav	2015-06-10_12.48.09.852000	49	1
34	1	0	l_lup_7.wav	pos_r_29.wav	2015-06-10_12.48.09.852000	50	0
34	0	0	l_tol_14.wav	neu_r_46.wav	2015-06-10_12.48.09.852000	51	0
34	0	1	neu_l_41.wav	r_nif_6.wav	2015-06-10_12.48.09.852000	52	1
34	1	0	neu_l_51.wav	neg_r_4.wav	2015-06-10_12.48.09.852000	53	0
34	0	0	neu_l_43.wav	neu_r_5.wav	2015-06-10_12.48.09.852000	54	0
34	0	1	neu_l_41.wav	r_nif_2.wav	2015-06-10_12.48.09.852000	55	1
34	1	0	neu_l_70.wav	neg_r_67.wav	2015-06-10_12.48.09.852000	56	0
34	0	0	neu_l_57.wav	neu_r_19.wav	2015-06-10_12.48.09.852000	57	0
34	0	0	neu_l_43.wav	neg_r_23.wav	2015-06-10_12.48.09.852000	58	1
