ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
63	0	1	neu_l_41.wav	r_tol_6.wav	2015-06-17_14.14.05.817000	1	1
63	1	0	neu_l_70.wav	neg_r_26.wav	2015-06-17_14.14.05.817000	2	0
63	0	0	neu_l_58.wav	neu_r_31.wav	2015-06-17_14.14.05.817000	3	0
63	0	0	neu_l_42.wav	pos_r_54.wav	2015-06-17_14.14.05.817000	4	1
63	0	0	neu_l_34.wav	neu_r_16.wav	2015-06-17_14.14.05.817000	5	0
63	0	0	neu_l_22.wav	pos_r_9.wav	2015-06-17_14.14.05.817000	6	1
63	0	0	neu_l_29.wav	neu_r_9.wav	2015-06-17_14.14.05.817000	7	0
63	0	1	neu_l_41.wav	r_tol_10.wav	2015-06-17_14.14.05.817000	8	1
63	1	0	neu_l_38.wav	pos_r_19.wav	2015-06-17_14.14.05.817000	9	0
63	0	0	neu_l_67.wav	neu_r_66.wav	2015-06-17_14.14.05.817000	10	0
63	0	0	neu_l_55.wav	neg_r_25.wav	2015-06-17_14.14.05.817000	11	1
63	0	0	neu_l_32.wav	neu_r_60.wav	2015-06-17_14.14.05.817000	12	0
63	0	0	neu_l_47.wav	pos_r_2.wav	2015-06-17_14.14.05.817000	13	1
63	0	0	neu_l_13.wav	neu_r_23.wav	2015-06-17_14.14.05.817000	14	0
63	0	1	neu_l_34.wav	r_tol_15.wav	2015-06-17_14.14.05.817000	15	1
63	1	0	neu_l_4.wav	pos_r_15.wav	2015-06-17_14.14.05.817000	16	0
63	0	0	neu_l_10.wav	neu_r_77.wav	2015-06-17_14.14.05.817000	17	0
63	0	1	neu_l_51.wav	r_tol_15.wav	2015-06-17_14.14.05.817000	18	1
63	1	0	neu_l_19.wav	pos_r_58.wav	2015-06-17_14.14.05.817000	19	0
63	0	0	neu_l_71.wav	neu_r_48.wav	2015-06-17_14.14.05.817000	20	0
63	0	0	neu_l_74.wav	pos_r_55.wav	2015-06-17_14.14.05.817000	21	1
63	0	0	neu_l_42.wav	neu_r_61.wav	2015-06-17_14.14.05.817000	22	0
63	0	0	neu_l_13.wav	neg_r_12.wav	2015-06-17_14.14.05.817000	23	1
