ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
31	84	13.132000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	cs3	labor2	2015-06-10_12.00.37.314000	1
31	25	8.607000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	target	labor2	2015-06-10_12.00.37.314000	2
31	25	5.609000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	cs1	labor2	2015-06-10_12.00.37.314000	3
31	33	4.793000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs2	labor2	2015-06-10_12.00.37.314000	4
31	82	5.454000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor2	2015-06-10_12.00.37.314000	5
31	18	7.038000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	cs1	labor2	2015-06-10_12.00.37.314000	6
31	87	3.601000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs1	labor2	2015-06-10_12.00.37.314000	7
31	23	18.549000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor2	2015-06-10_12.00.37.314000	8
31	81	3.849000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	target	labor2	2015-06-10_12.00.37.314000	9
31	84	6.017000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	target	labor2	2015-06-10_12.00.37.314000	10
31	86	3.328000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	cs2	labor2	2015-06-10_12.00.37.314000	11
31	84	11.462000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	target	labor2	2015-06-10_12.00.37.314000	12
31	25	6.951000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor2	2015-06-10_12.00.37.314000	13
31	25	7.757000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs3	labor2	2015-06-10_12.00.37.314000	14
31	88	4.974000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	cs3	labor2	2015-06-10_12.00.37.314000	15
31	73	4.438000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs3	labor2	2015-06-10_12.00.37.314000	16
31	24	5.151000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	target	labor2	2015-06-10_12.00.37.314000	17
31	85	4.872000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor2	2015-06-10_12.00.37.314000	18
31	84	11.469000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	target	labor2	2015-06-10_12.00.37.314000	19
31	96	4.732000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	cs1	labor2	2015-06-10_12.00.37.314000	20
31	17	3.587000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	1	cs2	labor2	2015-06-10_12.00.37.314000	21
31	25	4.143000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	target	labor2	2015-06-10_12.00.37.314000	22
