ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
19	0	1	neu_l_43.wav	r_nif_15.wav	2015-06-08_13.32.10.823000	1	1
19	1	0	neu_l_23.wav	pos_r_14.wav	2015-06-08_13.32.10.823000	2	0
19	0	0	neu_l_34.wav	neu_r_17.wav	2015-06-08_13.32.10.823000	3	0
19	0	0	neu_l_51.wav	pos_r_58.wav	2015-06-08_13.32.10.823000	4	1
19	0	0	neu_l_8.wav	neu_r_49.wav	2015-06-08_13.32.10.823000	5	0
19	0	1	l_nif_11.wav	neu_r_9.wav	2015-06-08_13.32.10.823000	6	1
19	1	0	l_tol_18.wav	neg_r_29.wav	2015-06-08_13.32.10.823000	7	0
19	0	0	l_lup_12.wav	neu_r_20.wav	2015-06-08_13.32.10.823000	8	0
19	0	1	neu_l_34.wav	r_nif_18.wav	2015-06-08_13.32.10.823000	9	1
19	1	0	neu_l_18.wav	pos_r_18.wav	2015-06-08_13.32.10.823000	10	0
19	0	0	neu_l_18.wav	neu_r_14.wav	2015-06-08_13.32.10.823000	11	0
19	0	1	neu_l_47.wav	r_nif_6.wav	2015-06-08_13.32.10.823000	12	1
19	1	0	neu_l_67.wav	pos_r_54.wav	2015-06-08_13.32.10.823000	13	0
19	0	0	neu_l_52.wav	neu_r_4.wav	2015-06-08_13.32.10.823000	14	0
19	0	1	neu_l_66.wav	r_nif_6.wav	2015-06-08_13.32.10.823000	15	1
19	1	0	neu_l_24.wav	pos_r_62.wav	2015-06-08_13.32.10.823000	16	0
19	0	0	neu_l_24.wav	neu_r_26.wav	2015-06-08_13.32.10.823000	17	0
19	0	0	neu_l_80.wav	neg_r_61.wav	2015-06-08_13.32.10.823000	18	1
19	0	0	neu_l_25.wav	neu_r_62.wav	2015-06-08_13.32.10.823000	19	0
19	0	0	neu_l_48.wav	pos_r_62.wav	2015-06-08_13.32.10.823000	20	1
19	0	0	neu_l_69.wav	neu_r_64.wav	2015-06-08_13.32.10.823000	21	0
19	0	0	neu_l_45.wav	pos_r_7.wav	2015-06-08_13.32.10.823000	22	1
19	0	0	neu_l_11.wav	neu_r_32.wav	2015-06-08_13.32.10.823000	23	0
19	0	0	neu_l_38.wav	neg_r_9.wav	2015-06-08_13.32.10.823000	24	1
19	0	0	neu_l_70.wav	neu_r_27.wav	2015-06-08_13.32.10.823000	25	0
19	0	1	neu_l_54.wav	r_nif_13.wav	2015-06-08_13.32.10.823000	26	1
19	1	0	neu_l_25.wav	neg_r_74.wav	2015-06-08_13.32.10.823000	27	0
19	0	0	neu_l_66.wav	neu_r_17.wav	2015-06-08_13.32.10.823000	28	0
19	0	1	l_nif_3.wav	neu_r_17.wav	2015-06-08_13.32.10.823000	29	1
19	0	0	l_tol_8.wav	pos_r_21.wav	2015-06-08_13.32.10.823000	30	0
19	0	0	l_lup_6.wav	neu_r_27.wav	2015-06-08_13.32.10.823000	31	0
19	0	1	neu_l_39.wav	r_nif_15.wav	2015-06-08_13.32.10.823000	32	1
19	1	0	neu_l_57.wav	pos_r_72.wav	2015-06-08_13.32.10.823000	33	0
19	0	0	neu_l_80.wav	neu_r_76.wav	2015-06-08_13.32.10.823000	34	0
19	0	1	neu_l_56.wav	r_nif_13.wav	2015-06-08_13.32.10.823000	35	1
19	1	0	neu_l_2.wav	neg_r_61.wav	2015-06-08_13.32.10.823000	36	0
19	0	0	neu_l_10.wav	neu_r_35.wav	2015-06-08_13.32.10.823000	37	0
19	0	1	l_nif_8.wav	neu_r_6.wav	2015-06-08_13.32.10.823000	38	1
19	0	0	l_tol_4.wav	neg_r_45.wav	2015-06-08_13.32.10.823000	39	0
