ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
64	50	5.723000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs2	labor5	2015-06-17_14.31.15.310000	1
64	51	4.999000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs3	labor5	2015-06-17_14.31.15.310000	2
64	48	3.418000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs2	labor5	2015-06-17_14.31.15.310000	3
64	50	3.136000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor5	2015-06-17_14.31.15.310000	4
64	50	2.995000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor5	2015-06-17_14.31.15.310000	5
64	49	2.150000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	target	labor5	2015-06-17_14.31.15.310000	6
64	50	2.826000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	target	labor5	2015-06-17_14.31.15.310000	7
64	49	2.389000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	target	labor5	2015-06-17_14.31.15.310000	8
64	50	2.257000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	target	labor5	2015-06-17_14.31.15.310000	9
64	49	2.345000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	cs1	labor5	2015-06-17_14.31.15.310000	10
64	50	2.354000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs3	labor5	2015-06-17_14.31.15.310000	11
64	50	3.464000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	target	labor5	2015-06-17_14.31.15.310000	12
64	50	2.295000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor5	2015-06-17_14.31.15.310000	13
64	50	2.744000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	target	labor5	2015-06-17_14.31.15.310000	14
64	50	2.777000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs2	labor5	2015-06-17_14.31.15.310000	15
64	50	2.588000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs3	labor5	2015-06-17_14.31.15.310000	16
64	50	2.736000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	cs2	labor5	2015-06-17_14.31.15.310000	17
64	50	2.516000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor5	2015-06-17_14.31.15.310000	18
64	50	2.364000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	cs3	labor5	2015-06-17_14.31.15.310000	19
64	49	2.329000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs1	labor5	2015-06-17_14.31.15.310000	20
64	50	3.922000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs1	labor5	2015-06-17_14.31.15.310000	21
64	50	2.349000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs1	labor5	2015-06-17_14.31.15.310000	22
