ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
40	0	0	neu_l_79.wav	neg_r_41.wav	2015-06-10_16.27.35.502000	1	1
40	0	0	neu_l_10.wav	neu_r_44.wav	2015-06-10_16.27.35.502000	2	0
40	0	1	l_lup_5.wav	neu_r_54.wav	2015-06-10_16.27.35.502000	3	1
40	0	0	l_tol_1.wav	neg_r_56.wav	2015-06-10_16.27.35.502000	4	0
40	0	0	l_nif_3.wav	neu_r_62.wav	2015-06-10_16.27.35.502000	5	0
40	0	1	l_lup_20.wav	neu_r_29.wav	2015-06-10_16.27.35.502000	6	1
40	0	0	l_tol_17.wav	pos_r_9.wav	2015-06-10_16.27.35.502000	7	0
40	0	0	l_nif_16.wav	neu_r_42.wav	2015-06-10_16.27.35.502000	8	0
40	0	1	neu_l_47.wav	r_lup_9.wav	2015-06-10_16.27.35.502000	9	1
40	1	0	neu_l_15.wav	pos_r_12.wav	2015-06-10_16.27.35.502000	10	0
40	0	0	neu_l_70.wav	neu_r_55.wav	2015-06-10_16.27.35.502000	11	0
40	0	1	l_lup_13.wav	neu_r_36.wav	2015-06-10_16.27.35.502000	12	1
40	0	0	l_tol_8.wav	pos_r_61.wav	2015-06-10_16.27.35.502000	13	0
40	0	0	l_nif_19.wav	neu_r_59.wav	2015-06-10_16.27.35.502000	14	0
40	0	0	neu_l_70.wav	neg_r_33.wav	2015-06-10_16.27.35.502000	15	1
40	0	0	neu_l_51.wav	neu_r_22.wav	2015-06-10_16.27.35.502000	16	0
40	0	1	neu_l_60.wav	r_lup_15.wav	2015-06-10_16.27.35.502000	17	1
40	1	0	neu_l_34.wav	neg_r_41.wav	2015-06-10_16.27.35.502000	18	0
40	0	0	neu_l_73.wav	neu_r_57.wav	2015-06-10_16.27.35.502000	19	0
40	0	1	neu_l_52.wav	r_lup_18.wav	2015-06-10_16.27.35.502000	20	1
40	1	0	neu_l_66.wav	neg_r_21.wav	2015-06-10_16.27.35.502000	21	0
40	0	0	neu_l_3.wav	neu_r_57.wav	2015-06-10_16.27.35.502000	22	0
40	0	1	neu_l_35.wav	r_lup_1.wav	2015-06-10_16.27.35.502000	23	1
40	1	0	neu_l_26.wav	neg_r_60.wav	2015-06-10_16.27.35.502000	24	0
40	0	0	neu_l_80.wav	neu_r_28.wav	2015-06-10_16.27.35.502000	25	0
40	0	1	l_lup_5.wav	neu_r_78.wav	2015-06-10_16.27.35.502000	26	1
40	1	0	l_tol_1.wav	neg_r_75.wav	2015-06-10_16.27.35.502000	27	0
40	0	0	l_nif_3.wav	neu_r_30.wav	2015-06-10_16.27.35.502000	28	0
40	0	0	neu_l_76.wav	pos_r_38.wav	2015-06-10_16.27.35.502000	29	1
40	0	0	neu_l_25.wav	neu_r_17.wav	2015-06-10_16.27.35.502000	30	0
40	0	0	neu_l_75.wav	neg_r_62.wav	2015-06-10_16.27.35.502000	31	1
40	0	0	neu_l_15.wav	neu_r_28.wav	2015-06-10_16.27.35.502000	32	0
40	0	1	neu_l_39.wav	r_lup_2.wav	2015-06-10_16.27.35.502000	33	1
40	1	0	neu_l_73.wav	neg_r_73.wav	2015-06-10_16.27.35.502000	34	0
40	0	0	neu_l_71.wav	neu_r_42.wav	2015-06-10_16.27.35.502000	35	0
40	0	0	neu_l_32.wav	pos_r_50.wav	2015-06-10_16.27.35.502000	36	1
40	0	0	neu_l_33.wav	neu_r_44.wav	2015-06-10_16.27.35.502000	37	0
40	0	1	neu_l_73.wav	r_lup_18.wav	2015-06-10_16.27.35.502000	38	1
40	1	0	neu_l_27.wav	neg_r_57.wav	2015-06-10_16.27.35.502000	39	0
40	0	0	neu_l_2.wav	neu_r_59.wav	2015-06-10_16.27.35.502000	40	0
40	0	1	neu_l_15.wav	r_lup_1.wav	2015-06-10_16.27.35.502000	41	1
40	1	0	neu_l_47.wav	neg_r_1.wav	2015-06-10_16.27.35.502000	42	0
40	0	0	neu_l_65.wav	neu_r_22.wav	2015-06-10_16.27.35.502000	43	0
40	0	1	neu_l_69.wav	r_lup_14.wav	2015-06-10_16.27.35.502000	44	1
40	1	0	neu_l_2.wav	pos_r_37.wav	2015-06-10_16.27.35.502000	45	0
40	0	0	neu_l_1.wav	neu_r_63.wav	2015-06-10_16.27.35.502000	46	0
40	0	1	neu_l_43.wav	r_lup_11.wav	2015-06-10_16.27.35.502000	47	1
40	1	0	neu_l_60.wav	pos_r_55.wav	2015-06-10_16.27.35.502000	48	0
40	0	0	neu_l_31.wav	neu_r_12.wav	2015-06-10_16.27.35.502000	49	0
40	0	0	neu_l_53.wav	neg_r_61.wav	2015-06-10_16.27.35.502000	50	1
40	0	0	neu_l_79.wav	neu_r_29.wav	2015-06-10_16.27.35.502000	51	0
40	0	0	neu_l_74.wav	pos_r_28.wav	2015-06-10_16.27.35.502000	52	1
40	0	0	neu_l_80.wav	neu_r_14.wav	2015-06-10_16.27.35.502000	53	0
40	0	1	l_lup_20.wav	neu_r_23.wav	2015-06-10_16.27.35.502000	54	1
40	0	0	l_tol_17.wav	pos_r_4.wav	2015-06-10_16.27.35.502000	55	0
40	0	0	l_nif_16.wav	neu_r_6.wav	2015-06-10_16.27.35.502000	56	0
40	0	1	neu_l_43.wav	r_lup_11.wav	2015-06-10_16.27.35.502000	57	1
40	1	0	neu_l_33.wav	pos_r_73.wav	2015-06-10_16.27.35.502000	58	0
40	0	0	neu_l_75.wav	neu_r_63.wav	2015-06-10_16.27.35.502000	59	0
40	0	1	neu_l_11.wav	r_lup_9.wav	2015-06-10_16.27.35.502000	60	1
40	1	0	neu_l_10.wav	pos_r_29.wav	2015-06-10_16.27.35.502000	61	0
40	0	0	neu_l_79.wav	neu_r_63.wav	2015-06-10_16.27.35.502000	62	0
40	0	0	neu_l_20.wav	neg_r_71.wav	2015-06-10_16.27.35.502000	63	1
40	0	0	neu_l_74.wav	neu_r_19.wav	2015-06-10_16.27.35.502000	64	0
40	0	1	neu_l_39.wav	r_lup_16.wav	2015-06-10_16.27.35.502000	65	1
40	1	0	neu_l_66.wav	neg_r_80.wav	2015-06-10_16.27.35.502000	66	0
40	0	0	neu_l_47.wav	neu_r_59.wav	2015-06-10_16.27.35.502000	67	0
40	0	1	l_lup_13.wav	neu_r_59.wav	2015-06-10_16.27.35.502000	68	1
40	0	0	l_tol_8.wav	pos_r_78.wav	2015-06-10_16.27.35.502000	69	0
40	0	0	l_nif_19.wav	neu_r_5.wav	2015-06-10_16.27.35.502000	70	0
40	0	1	l_lup_5.wav	neu_r_38.wav	2015-06-10_16.27.35.502000	71	1
40	0	0	l_tol_1.wav	neg_r_48.wav	2015-06-10_16.27.35.502000	72	0
40	0	0	l_nif_3.wav	neu_r_37.wav	2015-06-10_16.27.35.502000	73	0
40	0	1	neu_l_35.wav	r_lup_1.wav	2015-06-10_16.27.35.502000	74	1
