ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
55	21	6.999000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	target	labor2	2015-06-16_15.27.27.110000	1
55	21	4.186000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	target	labor2	2015-06-16_15.27.27.110000	2
55	49	5.622000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	1	cs2	labor2	2015-06-16_15.27.27.110000	3
55	62	2.584000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	target	labor2	2015-06-16_15.27.27.110000	4
55	31	3.356000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	cs3	labor2	2015-06-16_15.27.27.110000	5
55	29	3.307000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	target	labor2	2015-06-16_15.27.27.110000	6
55	14	4.830000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	target	labor2	2015-06-16_15.27.27.110000	7
55	30	3.302000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	-1	cs1	labor2	2015-06-16_15.27.27.110000	8
55	27	3.062000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	target	labor2	2015-06-16_15.27.27.110000	9
55	15	2.523000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	1	target	labor2	2015-06-16_15.27.27.110000	10
55	15	4.127000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	cs3	labor2	2015-06-16_15.27.27.110000	11
55	11	2.560000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	cs1	labor2	2015-06-16_15.27.27.110000	12
55	13	3.001000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	cs2	labor2	2015-06-16_15.27.27.110000	13
55	29	2.775000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	target	labor2	2015-06-16_15.27.27.110000	14
55	27	2.741000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	cs3	labor2	2015-06-16_15.27.27.110000	15
55	7	3.394000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs2	labor2	2015-06-16_15.27.27.110000	16
55	17	3.932000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	-1	cs1	labor2	2015-06-16_15.27.27.110000	17
55	8	2.806000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	target	labor2	2015-06-16_15.27.27.110000	18
55	9	2.330000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	1	cs3	labor2	2015-06-16_15.27.27.110000	19
55	63	4.899000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs2	labor2	2015-06-16_15.27.27.110000	20
55	13	3.388000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	cs1	labor2	2015-06-16_15.27.27.110000	21
55	21	2.548000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor2	2015-06-16_15.27.27.110000	22
