ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
58	0	neu_l_27.wav	neg_r_30.wav	0	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_58.wav	neu_r_30.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_29.wav	r_nif_19.wav	1	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_44.wav	neg_r_25.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_64.wav	r_nif_17.wav	1	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_63.wav	neg_r_61.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_39.wav	r_nif_19.wav	1	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_37.wav	neg_r_12.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_80.wav	r_nif_2.wav	1	1	1	2015-06-17_09.57.20.890000
58	0	neu_l_5.wav	pos_r_54.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_5.wav	pos_r_38.wav	0	1	1	2015-06-17_09.57.20.890000
58	0	neu_l_58.wav	neu_r_14.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_35.wav	r_nif_4.wav	1	1	1	2015-06-17_09.57.20.890000
58	0	neu_l_44.wav	pos_r_75.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	l_lup_19.wav	neu_r_3.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	l_lup_1.wav	neu_r_42.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_76.wav	r_nif_2.wav	1	1	1	2015-06-17_09.57.20.890000
58	0	neu_l_2.wav	pos_r_68.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	l_lup_7.wav	neu_r_19.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_9.wav	pos_r_32.wav	0	1	1	2015-06-17_09.57.20.890000
58	0	neu_l_79.wav	neu_r_40.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_29.wav	r_nif_17.wav	1	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_32.wav	neg_r_17.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_67.wav	neg_r_29.wav	0	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_18.wav	neu_r_26.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	l_lup_16.wav	neu_r_61.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	l_lup_5.wav	neu_r_13.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	l_lup_6.wav	neu_r_14.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_79.wav	r_nif_4.wav	1	1	1	2015-06-17_09.57.20.890000
58	0	neu_l_27.wav	pos_r_42.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_27.wav	neg_r_30.wav	0	-1	1	2015-06-17_09.57.20.890000
58	0	neu_l_58.wav	neu_r_30.wav	0	0	0	2015-06-17_09.57.20.890000
58	0	neu_l_29.wav	r_nif_19.wav	1	-1	1	2015-06-17_09.57.20.890000
