ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
51	22	6.356000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	1	target	labor8	2015-06-16_12.02.31.538000	1
51	53	3.818000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	-1	target	labor8	2015-06-16_12.02.31.538000	2
51	56	3.815000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	target	labor8	2015-06-16_12.02.31.538000	3
51	28	2.653000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	cs3	labor8	2015-06-16_12.02.31.538000	4
51	45	3.075000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	cs1	labor8	2015-06-16_12.02.31.538000	5
51	17	2.718000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	target	labor8	2015-06-16_12.02.31.538000	6
51	21	6.073000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	target	labor8	2015-06-16_12.02.31.538000	7
51	55	2.664000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	target	labor8	2015-06-16_12.02.31.538000	8
51	28	1.863000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	target	labor8	2015-06-16_12.02.31.538000	9
51	27	2.345000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs2	labor8	2015-06-16_12.02.31.538000	10
51	39	4.198000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	target	labor8	2015-06-16_12.02.31.538000	11
51	48	3.064000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	target	labor8	2015-06-16_12.02.31.538000	12
51	59	2.322000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	1	cs1	labor8	2015-06-16_12.02.31.538000	13
51	53	2.698000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	1	cs1	labor8	2015-06-16_12.02.31.538000	14
51	26	2.166000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	cs3	labor8	2015-06-16_12.02.31.538000	15
51	24	8.694000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	cs3	labor8	2015-06-16_12.02.31.538000	16
51	60	4.253000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs2	labor8	2015-06-16_12.02.31.538000	17
51	62	2.291000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs2	labor8	2015-06-16_12.02.31.538000	18
51	28	2.436000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs1	labor8	2015-06-16_12.02.31.538000	19
51	32	1.964000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	cs3	labor8	2015-06-16_12.02.31.538000	20
51	12	2.823000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs2	labor8	2015-06-16_12.02.31.538000	21
51	38	2.839000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	target	labor8	2015-06-16_12.02.31.538000	22
