ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
50	59	9.897000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor4	2015-06-16_12.01.45.265000	1
50	70	5.725000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs3	labor4	2015-06-16_12.01.45.265000	2
50	67	5.096000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs2	labor4	2015-06-16_12.01.45.265000	3
50	37	3.841000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	target	labor4	2015-06-16_12.01.45.265000	4
50	87	4.311000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor4	2015-06-16_12.01.45.265000	5
50	18	4.425000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	cs2	labor4	2015-06-16_12.01.45.265000	6
50	21	6.262000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs3	labor4	2015-06-16_12.01.45.265000	7
50	18	3.552000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	target	labor4	2015-06-16_12.01.45.265000	8
50	35	4.687000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs1	labor4	2015-06-16_12.01.45.265000	9
50	49	3.169000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	1	cs1	labor4	2015-06-16_12.01.45.265000	10
50	36	5.453000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor4	2015-06-16_12.01.45.265000	11
50	37	4.098000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	cs1	labor4	2015-06-16_12.01.45.265000	12
50	53	5.669000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	cs2	labor4	2015-06-16_12.01.45.265000	13
50	45	5.109000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor4	2015-06-16_12.01.45.265000	14
50	8	3.762000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor4	2015-06-16_12.01.45.265000	15
50	15	6.125000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor4	2015-06-16_12.01.45.265000	16
50	77	3.666000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	cs3	labor4	2015-06-16_12.01.45.265000	17
50	47	3.319000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	target	labor4	2015-06-16_12.01.45.265000	18
50	37	5.872000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	target	labor4	2015-06-16_12.01.45.265000	19
50	34	3.493000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs1	labor4	2015-06-16_12.01.45.265000	20
50	46	3.311000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	target	labor4	2015-06-16_12.01.45.265000	21
50	43	3.812000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	-1	cs3	labor4	2015-06-16_12.01.45.265000	22
