ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
54	40	11.827000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	cs1	labor1	2015-06-16_14.58.00.891000	1
54	50	7.605000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor1	2015-06-16_14.58.00.891000	2
54	60	5.136000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs3	labor1	2015-06-16_14.58.00.891000	3
54	50	3.818000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	cs3	labor1	2015-06-16_14.58.00.891000	4
54	40	6.649000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs2	labor1	2015-06-16_14.58.00.891000	5
54	40	2.718000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	target	labor1	2015-06-16_14.58.00.891000	6
54	60	3.822000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs2	labor1	2015-06-16_14.58.00.891000	7
54	40	4.192000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	target	labor1	2015-06-16_14.58.00.891000	8
54	50	2.920000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs1	labor1	2015-06-16_14.58.00.891000	9
54	60	4.092000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	target	labor1	2015-06-16_14.58.00.891000	10
54	70	5.271000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	cs3	labor1	2015-06-16_14.58.00.891000	11
54	29	4.900000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	target	labor1	2015-06-16_14.58.00.891000	12
54	50	3.286000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	cs1	labor1	2015-06-16_14.58.00.891000	13
54	20	7.984000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	target	labor1	2015-06-16_14.58.00.891000	14
54	20	2.918000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	target	labor1	2015-06-16_14.58.00.891000	15
54	60	8.069000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	-1	target	labor1	2015-06-16_14.58.00.891000	16
54	60	3.282000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs1	labor1	2015-06-16_14.58.00.891000	17
54	50	4.947000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	cs2	labor1	2015-06-16_14.58.00.891000	18
54	60	3.959000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	cs3	labor1	2015-06-16_14.58.00.891000	19
54	40	2.913000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	target	labor1	2015-06-16_14.58.00.891000	20
54	80	4.382000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	1	target	labor1	2015-06-16_14.58.00.891000	21
54	60	2.374000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	cs2	labor1	2015-06-16_14.58.00.891000	22
