ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
65	70	13.232000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs2	labor5	2015-06-17_15.17.12.231000	1
65	30	12.323000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	1	cs2	labor5	2015-06-17_15.17.12.231000	2
65	20	5.144000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs1	labor5	2015-06-17_15.17.12.231000	3
65	80	8.230000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor5	2015-06-17_15.17.12.231000	4
65	21	4.459000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	cs2	labor5	2015-06-17_15.17.12.231000	5
65	20	4.934000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	cs3	labor5	2015-06-17_15.17.12.231000	6
65	20	7.592000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor5	2015-06-17_15.17.12.231000	7
65	100	6.136000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor5	2015-06-17_15.17.12.231000	8
65	100	3.707000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	target	labor5	2015-06-17_15.17.12.231000	9
65	19	4.772000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor5	2015-06-17_15.17.12.231000	10
65	40	4.028000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor5	2015-06-17_15.17.12.231000	11
65	80	7.166000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	cs1	labor5	2015-06-17_15.17.12.231000	12
65	80	3.014000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	target	labor5	2015-06-17_15.17.12.231000	13
65	29	3.369000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	target	labor5	2015-06-17_15.17.12.231000	14
65	20	9.372000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs3	labor5	2015-06-17_15.17.12.231000	15
65	30	5.287000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	cs2	labor5	2015-06-17_15.17.12.231000	16
65	29	7.051000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor5	2015-06-17_15.17.12.231000	17
65	70	4.992000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	1	cs3	labor5	2015-06-17_15.17.12.231000	18
65	70	6.292000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	cs3	labor5	2015-06-17_15.17.12.231000	19
65	20	4.345000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	target	labor5	2015-06-17_15.17.12.231000	20
65	61	11.673000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	cs1	labor5	2015-06-17_15.17.12.231000	21
65	10	3.981000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	-1	cs1	labor5	2015-06-17_15.17.12.231000	22
