ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
26	57	5.338000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs2	labor8	2015-06-09_13.14.15.442000	1
26	77	3.938000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs1	labor8	2015-06-09_13.14.15.442000	2
26	54	2.738000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	target	labor8	2015-06-09_13.14.15.442000	3
26	55	2.343000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	target	labor8	2015-06-09_13.14.15.442000	4
26	23	1.815000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	target	labor8	2015-06-09_13.14.15.442000	5
26	31	1.733000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	target	labor8	2015-06-09_13.14.15.442000	6
26	42	2.715000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	cs1	labor8	2015-06-09_13.14.15.442000	7
26	28	2.179000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	target	labor8	2015-06-09_13.14.15.442000	8
26	33	1.997000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs1	labor8	2015-06-09_13.14.15.442000	9
26	59	2.304000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	1	target	labor8	2015-06-09_13.14.15.442000	10
26	51	1.943000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	1	target	labor8	2015-06-09_13.14.15.442000	11
26	25	2.622000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	cs2	labor8	2015-06-09_13.14.15.442000	12
26	68	1.865000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	1	target	labor8	2015-06-09_13.14.15.442000	13
26	56	1.970000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs3	labor8	2015-06-09_13.14.15.442000	14
26	42	1.806000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	cs3	labor8	2015-06-09_13.14.15.442000	15
26	12	2.977000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	cs3	labor8	2015-06-09_13.14.15.442000	16
26	44	1.965000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	-1	target	labor8	2015-06-09_13.14.15.442000	17
26	27	2.609000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	cs1	labor8	2015-06-09_13.14.15.442000	18
26	52	1.641000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	cs3	labor8	2015-06-09_13.14.15.442000	19
26	40	1.921000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	cs2	labor8	2015-06-09_13.14.15.442000	20
26	64	1.905000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	target	labor8	2015-06-09_13.14.15.442000	21
26	42	2.916000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs2	labor8	2015-06-09_13.14.15.442000	22
