ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
23	0	neu_l_38.wav	r_nif_12.wav	1	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_73.wav	pos_r_34.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_19.wav	neu_r_48.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_28.wav	r_nif_5.wav	1	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_66.wav	neg_r_15.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_13.wav	r_nif_7.wav	1	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_42.wav	neg_r_52.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_50.wav	r_nif_7.wav	1	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_73.wav	neg_r_47.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_55.wav	r_nif_12.wav	1	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_70.wav	pos_r_30.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_5.wav	neu_r_18.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_23.wav	r_nif_5.wav	1	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_4.wav	neg_r_56.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_19.wav	neg_r_53.wav	0	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_13.wav	neu_r_53.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_14.wav	neu_r_76.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_42.wav	r_nif_15.wav	1	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_12.wav	pos_r_37.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_2.wav	neu_r_37.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_64.wav	r_nif_15.wav	1	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_11.wav	pos_r_48.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_20.wav	neu_r_34.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_14.wav	pos_r_70.wav	0	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_9.wav	neu_r_79.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_4.wav	pos_r_7.wav	0	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_72.wav	neu_r_79.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_17.wav	neu_r_56.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_62.wav	neg_r_16.wav	0	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_44.wav	neu_r_43.wav	0	0	0	2015-06-09_09.44.18.456000
23	1	neu_l_38.wav	r_nif_12.wav	1	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_73.wav	pos_r_34.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_19.wav	neu_r_48.wav	0	0	0	2015-06-09_09.44.18.456000
23	1	neu_l_28.wav	r_nif_5.wav	1	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_66.wav	neg_r_15.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_13.wav	r_nif_7.wav	1	-1	1	2015-06-09_09.44.18.456000
23	1	neu_l_42.wav	neg_r_52.wav	0	0	0	2015-06-09_09.44.18.456000
23	1	neu_l_50.wav	r_nif_7.wav	1	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_73.wav	neg_r_47.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_55.wav	r_nif_12.wav	1	1	1	2015-06-09_09.44.18.456000
23	1	neu_l_70.wav	pos_r_30.wav	0	0	0	2015-06-09_09.44.18.456000
23	1	l_tol_5.wav	neu_r_18.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_23.wav	r_nif_5.wav	1	-1	1	2015-06-09_09.44.18.456000
23	1	neu_l_4.wav	neg_r_56.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_19.wav	neg_r_53.wav	0	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_13.wav	neu_r_53.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_14.wav	neu_r_76.wav	0	0	0	2015-06-09_09.44.18.456000
23	1	neu_l_42.wav	r_nif_15.wav	1	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_12.wav	pos_r_37.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_2.wav	neu_r_37.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_64.wav	r_nif_15.wav	1	1	1	2015-06-09_09.44.18.456000
23	1	neu_l_11.wav	pos_r_48.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_20.wav	neu_r_34.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_14.wav	pos_r_70.wav	0	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_9.wav	neu_r_79.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_4.wav	pos_r_7.wav	0	1	1	2015-06-09_09.44.18.456000
23	0	neu_l_72.wav	neu_r_79.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	l_tol_17.wav	neu_r_56.wav	0	0	0	2015-06-09_09.44.18.456000
23	0	neu_l_62.wav	neg_r_16.wav	0	-1	1	2015-06-09_09.44.18.456000
23	0	neu_l_44.wav	neu_r_43.wav	0	0	0	2015-06-09_09.44.18.456000
