ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
83	0	1	l_nif_3.wav	neu_r_44.wav	2015-06-18_14.04.14.941000	1	1
83	0	0	l_tol_16.wav	pos_r_77.wav	2015-06-18_14.04.14.941000	2	0
83	0	0	l_lup_14.wav	neu_r_74.wav	2015-06-18_14.04.14.941000	3	0
83	0	1	l_nif_3.wav	neu_r_6.wav	2015-06-18_14.04.14.941000	4	1
83	0	0	l_tol_16.wav	pos_r_23.wav	2015-06-18_14.04.14.941000	5	0
83	0	0	l_lup_14.wav	neu_r_43.wav	2015-06-18_14.04.14.941000	6	0
83	0	1	neu_l_45.wav	r_nif_6.wav	2015-06-18_14.04.14.941000	7	1
83	1	0	neu_l_3.wav	neg_r_56.wav	2015-06-18_14.04.14.941000	8	0
83	0	0	neu_l_21.wav	neu_r_48.wav	2015-06-18_14.04.14.941000	9	0
83	0	1	neu_l_15.wav	r_nif_2.wav	2015-06-18_14.04.14.941000	10	1
83	1	0	neu_l_46.wav	pos_r_71.wav	2015-06-18_14.04.14.941000	11	0
83	0	0	neu_l_58.wav	neu_r_25.wav	2015-06-18_14.04.14.941000	12	0
83	0	0	neu_l_70.wav	pos_r_14.wav	2015-06-18_14.04.14.941000	13	1
83	0	0	neu_l_70.wav	neu_r_24.wav	2015-06-18_14.04.14.941000	14	0
83	0	1	l_nif_9.wav	neu_r_57.wav	2015-06-18_14.04.14.941000	15	1
83	1	0	l_tol_8.wav	neg_r_30.wav	2015-06-18_14.04.14.941000	16	0
83	0	0	l_lup_8.wav	neu_r_49.wav	2015-06-18_14.04.14.941000	17	0
83	0	1	neu_l_70.wav	r_nif_13.wav	2015-06-18_14.04.14.941000	18	1
83	1	0	neu_l_79.wav	pos_r_37.wav	2015-06-18_14.04.14.941000	19	0
83	0	0	neu_l_75.wav	neu_r_73.wav	2015-06-18_14.04.14.941000	20	0
83	0	1	neu_l_1.wav	r_nif_13.wav	2015-06-18_14.04.14.941000	21	1
83	1	0	neu_l_68.wav	pos_r_57.wav	2015-06-18_14.04.14.941000	22	0
