ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
67	0	neu_l_62.wav	r_nif_19.wav	1	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_36.wav	pos_r_4.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_28.wav	neg_r_72.wav	0	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_5.wav	neu_r_29.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_47.wav	pos_r_79.wav	0	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_31.wav	neu_r_76.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_69.wav	r_nif_9.wav	1	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_53.wav	neg_r_60.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_20.wav	neg_r_64.wav	0	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_26.wav	neu_r_50.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_75.wav	r_nif_4.wav	1	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_80.wav	neg_r_73.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_47.wav	r_nif_4.wav	1	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_40.wav	neg_r_62.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_56.wav	pos_r_66.wav	0	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_19.wav	neu_r_8.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_3.wav	neu_r_10.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_10.wav	neu_r_15.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_73.wav	r_nif_8.wav	1	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_34.wav	pos_r_1.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_18.wav	neu_r_61.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_80.wav	r_nif_9.wav	1	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_60.wav	neg_r_55.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_13.wav	neu_r_65.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_20.wav	neu_r_12.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_13.wav	r_nif_8.wav	1	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_32.wav	pos_r_12.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_15.wav	neu_r_15.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_72.wav	r_nif_19.wav	1	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_31.wav	pos_r_63.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_62.wav	r_nif_19.wav	1	1	1	2015-06-17_16.21.32.549000
67	1	neu_l_36.wav	pos_r_4.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_28.wav	neg_r_72.wav	0	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_5.wav	neu_r_29.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_47.wav	pos_r_79.wav	0	1	1	2015-06-17_16.21.32.549000
67	0	neu_l_31.wav	neu_r_76.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_69.wav	r_nif_9.wav	1	-1	1	2015-06-17_16.21.32.549000
67	1	neu_l_53.wav	neg_r_60.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_20.wav	neg_r_64.wav	0	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_26.wav	neu_r_50.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_75.wav	r_nif_4.wav	1	-1	1	2015-06-17_16.21.32.549000
67	1	neu_l_80.wav	neg_r_73.wav	0	0	0	2015-06-17_16.21.32.549000
67	1	neu_l_47.wav	r_nif_4.wav	1	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_40.wav	neg_r_62.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_56.wav	pos_r_66.wav	0	1	1	2015-06-17_16.21.32.549000
67	1	neu_l_19.wav	neu_r_8.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_3.wav	neu_r_10.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_10.wav	neu_r_15.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_73.wav	r_nif_8.wav	1	1	1	2015-06-17_16.21.32.549000
67	1	neu_l_34.wav	pos_r_1.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_18.wav	neu_r_61.wav	0	0	0	2015-06-17_16.21.32.549000
67	1	neu_l_80.wav	r_nif_9.wav	1	-1	1	2015-06-17_16.21.32.549000
67	0	neu_l_60.wav	neg_r_55.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_13.wav	neu_r_65.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_20.wav	neu_r_12.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	neu_l_13.wav	r_nif_8.wav	1	1	1	2015-06-17_16.21.32.549000
67	1	neu_l_32.wav	pos_r_12.wav	0	0	0	2015-06-17_16.21.32.549000
67	0	l_lup_15.wav	neu_r_15.wav	0	0	0	2015-06-17_16.21.32.549000
