ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
32	0	l_lup_16.wav	neu_r_77.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	l_lup_11.wav	neu_r_75.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_58.wav	neg_r_42.wav	0	-1	1	2015-06-10_12.01.40.202000
32	0	neu_l_25.wav	neu_r_79.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	l_lup_19.wav	neu_r_3.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	l_lup_4.wav	neu_r_8.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_76.wav	r_tol_9.wav	1	1	1	2015-06-10_12.01.40.202000
32	0	neu_l_37.wav	pos_r_11.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_31.wav	r_tol_20.wav	1	1	1	2015-06-10_12.01.40.202000
32	0	neu_l_10.wav	pos_r_1.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_68.wav	neg_r_67.wav	0	-1	1	2015-06-10_12.01.40.202000
32	0	neu_l_63.wav	neu_r_40.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_26.wav	r_tol_16.wav	1	-1	1	2015-06-10_12.01.40.202000
32	0	neu_l_33.wav	neg_r_28.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_31.wav	pos_r_28.wav	0	1	1	2015-06-10_12.01.40.202000
32	0	neu_l_36.wav	neu_r_30.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_16.wav	r_tol_9.wav	1	1	1	2015-06-10_12.01.40.202000
32	0	neu_l_22.wav	pos_r_45.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_54.wav	pos_r_65.wav	0	1	1	2015-06-10_12.01.40.202000
32	0	neu_l_70.wav	neu_r_32.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_22.wav	r_tol_20.wav	1	1	1	2015-06-10_12.01.40.202000
32	0	neu_l_65.wav	pos_r_30.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	l_lup_1.wav	neu_r_64.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_44.wav	r_tol_10.wav	1	-1	1	2015-06-10_12.01.40.202000
32	0	neu_l_66.wav	neg_r_21.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_49.wav	r_tol_16.wav	1	-1	1	2015-06-10_12.01.40.202000
32	0	neu_l_62.wav	neg_r_50.wav	0	0	0	2015-06-10_12.01.40.202000
32	0	neu_l_25.wav	r_tol_10.wav	1	-1	1	2015-06-10_12.01.40.202000
