ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
54	0	neu_l_21.wav	neg_r_41.wav	0	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_52.wav	neu_r_43.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_44.wav	neg_r_60.wav	0	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_31.wav	neu_r_67.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_60.wav	pos_r_41.wav	0	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_19.wav	neu_r_61.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_14.wav	neu_r_3.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_10.wav	r_tol_18.wav	1	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_45.wav	pos_r_68.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_70.wav	r_tol_6.wav	1	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_63.wav	neg_r_22.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_2.wav	neu_r_14.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_1.wav	neu_r_43.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_32.wav	r_tol_18.wav	1	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_15.wav	pos_r_15.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_48.wav	r_tol_19.wav	1	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_52.wav	neg_r_68.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_46.wav	r_tol_17.wav	1	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_40.wav	pos_r_45.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_5.wav	neu_r_43.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_79.wav	r_tol_19.wav	1	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_52.wav	neg_r_20.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_13.wav	neu_r_71.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_20.wav	neu_r_50.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_33.wav	pos_r_78.wav	0	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_37.wav	neu_r_39.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_65.wav	r_tol_17.wav	1	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_66.wav	pos_r_20.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_78.wav	r_tol_6.wav	1	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_31.wav	neg_r_15.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_21.wav	neg_r_41.wav	0	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_52.wav	neu_r_43.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_44.wav	neg_r_60.wav	0	-1	1	2015-06-16_14.58.00.891000
54	0	neu_l_31.wav	neu_r_67.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_60.wav	pos_r_41.wav	0	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_19.wav	neu_r_61.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_14.wav	neu_r_3.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_10.wav	r_tol_18.wav	1	1	1	2015-06-16_14.58.00.891000
54	1	neu_l_45.wav	pos_r_68.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_70.wav	r_tol_6.wav	1	-1	1	2015-06-16_14.58.00.891000
54	1	neu_l_63.wav	neg_r_22.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_2.wav	neu_r_14.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_1.wav	neu_r_43.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_32.wav	r_tol_18.wav	1	1	1	2015-06-16_14.58.00.891000
54	1	neu_l_15.wav	pos_r_15.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_48.wav	r_tol_19.wav	1	-1	1	2015-06-16_14.58.00.891000
54	1	neu_l_52.wav	neg_r_68.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_46.wav	r_tol_17.wav	1	1	1	2015-06-16_14.58.00.891000
54	1	neu_l_40.wav	pos_r_45.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_5.wav	neu_r_43.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_79.wav	r_tol_19.wav	1	-1	1	2015-06-16_14.58.00.891000
54	1	neu_l_52.wav	neg_r_20.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_13.wav	neu_r_71.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	l_nif_20.wav	neu_r_50.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_33.wav	pos_r_78.wav	0	1	1	2015-06-16_14.58.00.891000
54	0	neu_l_37.wav	neu_r_39.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_65.wav	r_tol_17.wav	1	1	1	2015-06-16_14.58.00.891000
54	1	neu_l_66.wav	pos_r_20.wav	0	0	0	2015-06-16_14.58.00.891000
54	0	neu_l_78.wav	r_tol_6.wav	1	-1	1	2015-06-16_14.58.00.891000
54	1	neu_l_31.wav	neg_r_15.wav	0	0	0	2015-06-16_14.58.00.891000
