ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
3	0	neu_l_8.wav	r_tol_5.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_28.wav	pos_r_33.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_19.wav	r_tol_14.wav	1	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_37.wav	neg_r_68.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_8.wav	neu_r_47.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_14.wav	neu_r_3.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_71.wav	r_tol_8.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_28.wav	pos_r_51.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_51.wav	r_tol_14.wav	1	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_15.wav	neg_r_40.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_70.wav	pos_r_21.wav	0	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_53.wav	neu_r_47.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_22.wav	pos_r_75.wav	0	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_27.wav	neu_r_16.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_4.wav	neu_r_50.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_29.wav	neg_r_11.wav	0	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_36.wav	neu_r_11.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_6.wav	neu_r_33.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_40.wav	r_tol_5.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_49.wav	pos_r_44.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_38.wav	r_tol_8.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_62.wav	pos_r_12.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_44.wav	neg_r_58.wav	0	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_39.wav	neu_r_9.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_16.wav	neu_r_76.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_19.wav	r_tol_12.wav	1	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_22.wav	neg_r_71.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_15.wav	neu_r_59.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_62.wav	r_tol_12.wav	1	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_43.wav	neg_r_31.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_8.wav	r_tol_5.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_28.wav	pos_r_33.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_19.wav	r_tol_14.wav	1	-1	1	2015-06-03_10.57.22.341000
3	1	neu_l_37.wav	neg_r_68.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_8.wav	neu_r_47.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_14.wav	neu_r_3.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_71.wav	r_tol_8.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_28.wav	pos_r_51.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_51.wav	r_tol_14.wav	1	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_15.wav	neg_r_40.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_70.wav	pos_r_21.wav	0	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_53.wav	neu_r_47.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_22.wav	pos_r_75.wav	0	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_27.wav	neu_r_16.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_4.wav	neu_r_50.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_29.wav	neg_r_11.wav	0	-1	1	2015-06-03_10.57.22.341000
3	0	neu_l_36.wav	neu_r_11.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	l_nif_6.wav	neu_r_33.wav	0	0	0	2015-06-03_10.57.22.341000
3	0	neu_l_40.wav	r_tol_5.wav	1	1	1	2015-06-03_10.57.22.341000
3	0	neu_l_49.wav	pos_r_44.wav	0	0	0	2015-06-03_10.57.22.341000
