ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
53	27	4.430000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	1	cs3	labor2	2015-06-16_13.49.15.543000	1
53	37	3.123000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	cs1	labor2	2015-06-16_13.49.15.543000	2
53	16	4.838000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	target	labor2	2015-06-16_13.49.15.543000	3
53	62	3.243000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	target	labor2	2015-06-16_13.49.15.543000	4
53	35	2.155000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs1	labor2	2015-06-16_13.49.15.543000	5
53	66	3.128000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor2	2015-06-16_13.49.15.543000	6
53	86	1.885000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	cs3	labor2	2015-06-16_13.49.15.543000	7
53	40	1.583000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor2	2015-06-16_13.49.15.543000	8
53	50	3.107000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	target	labor2	2015-06-16_13.49.15.543000	9
53	84	2.495000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	cs3	labor2	2015-06-16_13.49.15.543000	10
53	50	2.810000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	cs2	labor2	2015-06-16_13.49.15.543000	11
53	75	2.169000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor2	2015-06-16_13.49.15.543000	12
53	33	1.812000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	target	labor2	2015-06-16_13.49.15.543000	13
53	22	2.102000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	cs2	labor2	2015-06-16_13.49.15.543000	14
53	13	2.504000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	cs2	labor2	2015-06-16_13.49.15.543000	15
53	46	2.546000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs1	labor2	2015-06-16_13.49.15.543000	16
53	50	1.446000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor2	2015-06-16_13.49.15.543000	17
53	62	2.127000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs2	labor2	2015-06-16_13.49.15.543000	18
53	31	2.857000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	target	labor2	2015-06-16_13.49.15.543000	19
53	64	2.227000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs3	labor2	2015-06-16_13.49.15.543000	20
53	87	1.868000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	target	labor2	2015-06-16_13.49.15.543000	21
53	51	2.726000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs1	labor2	2015-06-16_13.49.15.543000	22
