ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
75	60	8.474000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	target	labor1	2015-06-18_11.10.52.975000	1
75	40	5.736000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	target	labor1	2015-06-18_11.10.52.975000	2
75	30	9.685000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	cs1	labor1	2015-06-18_11.10.52.975000	3
75	54	16.289000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	cs3	labor1	2015-06-18_11.10.52.975000	4
75	61	7.828000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	target	labor1	2015-06-18_11.10.52.975000	5
75	71	3.699000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	-1	cs2	labor1	2015-06-18_11.10.52.975000	6
75	41	2.981000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	cs2	labor1	2015-06-18_11.10.52.975000	7
75	56	3.002000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs3	labor1	2015-06-18_11.10.52.975000	8
75	69	3.273000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	cs2	labor1	2015-06-18_11.10.52.975000	9
75	57	5.627000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	target	labor1	2015-06-18_11.10.52.975000	10
75	66	5.657000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs2	labor1	2015-06-18_11.10.52.975000	11
75	37	4.505000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs3	labor1	2015-06-18_11.10.52.975000	12
75	42	4.548000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	target	labor1	2015-06-18_11.10.52.975000	13
75	73	4.322000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs1	labor1	2015-06-18_11.10.52.975000	14
75	70	2.812000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	target	labor1	2015-06-18_11.10.52.975000	15
75	57	3.994000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	1	cs3	labor1	2015-06-18_11.10.52.975000	16
75	55	4.834000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs1	labor1	2015-06-18_11.10.52.975000	17
75	60	3.108000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	target	labor1	2015-06-18_11.10.52.975000	18
75	46	2.783000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	target	labor1	2015-06-18_11.10.52.975000	19
75	71	4.069000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	1	target	labor1	2015-06-18_11.10.52.975000	20
75	73	2.188000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor1	2015-06-18_11.10.52.975000	21
75	62	3.297000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs1	labor1	2015-06-18_11.10.52.975000	22
