ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
62	50	8.493000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	cs3	labor2	2015-06-17_13.58.42.847000	1
62	50	6.099000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs2	labor2	2015-06-17_13.58.42.847000	2
62	50	4.082000	Befetol	./sounds/cs/ratingcs/tol_14.wav	-1	target	labor2	2015-06-17_13.58.42.847000	3
62	50	5.486000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	target	labor2	2015-06-17_13.58.42.847000	4
62	50	4.390000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs1	labor2	2015-06-17_13.58.42.847000	5
62	50	3.474000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	target	labor2	2015-06-17_13.58.42.847000	6
62	50	3.503000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	target	labor2	2015-06-17_13.58.42.847000	7
62	50	3.250000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	1	target	labor2	2015-06-17_13.58.42.847000	8
62	50	3.295000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs2	labor2	2015-06-17_13.58.42.847000	9
62	50	2.887000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	1	cs2	labor2	2015-06-17_13.58.42.847000	10
62	50	2.447000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor2	2015-06-17_13.58.42.847000	11
62	50	3.235000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs1	labor2	2015-06-17_13.58.42.847000	12
62	50	2.961000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor2	2015-06-17_13.58.42.847000	13
62	50	2.251000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	target	labor2	2015-06-17_13.58.42.847000	14
62	50	3.413000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	cs3	labor2	2015-06-17_13.58.42.847000	15
62	50	2.741000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	cs1	labor2	2015-06-17_13.58.42.847000	16
62	50	3.565000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	-1	target	labor2	2015-06-17_13.58.42.847000	17
62	50	2.770000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	target	labor2	2015-06-17_13.58.42.847000	18
62	50	2.527000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	cs1	labor2	2015-06-17_13.58.42.847000	19
62	50	1.998000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	cs3	labor2	2015-06-17_13.58.42.847000	20
62	50	2.253000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs3	labor2	2015-06-17_13.58.42.847000	21
62	50	3.673000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	cs2	labor2	2015-06-17_13.58.42.847000	22
