ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
72	37	9.867000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	cs1	labor5	2015-06-18_10.30.24.350000	1
72	25	5.100000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	cs3	labor5	2015-06-18_10.30.24.350000	2
72	63	4.347000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	target	labor5	2015-06-18_10.30.24.350000	3
72	43	5.537000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	target	labor5	2015-06-18_10.30.24.350000	4
72	76	4.593000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	cs3	labor5	2015-06-18_10.30.24.350000	5
72	73	4.014000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	cs3	labor5	2015-06-18_10.30.24.350000	6
72	25	2.641000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	cs3	labor5	2015-06-18_10.30.24.350000	7
72	30	2.725000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs2	labor5	2015-06-18_10.30.24.350000	8
72	37	3.390000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	target	labor5	2015-06-18_10.30.24.350000	9
72	44	2.802000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	cs1	labor5	2015-06-18_10.30.24.350000	10
72	24	2.490000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs2	labor5	2015-06-18_10.30.24.350000	11
72	29	3.378000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor5	2015-06-18_10.30.24.350000	12
72	38	2.293000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	cs2	labor5	2015-06-18_10.30.24.350000	13
72	19	3.893000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	-1	cs2	labor5	2015-06-18_10.30.24.350000	14
72	29	2.762000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	target	labor5	2015-06-18_10.30.24.350000	15
72	44	2.823000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	target	labor5	2015-06-18_10.30.24.350000	16
72	30	2.704000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	target	labor5	2015-06-18_10.30.24.350000	17
72	45	2.112000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	target	labor5	2015-06-18_10.30.24.350000	18
72	68	2.824000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	target	labor5	2015-06-18_10.30.24.350000	19
72	62	2.207000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	cs1	labor5	2015-06-18_10.30.24.350000	20
72	47	2.353000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs1	labor5	2015-06-18_10.30.24.350000	21
72	71	2.238000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	target	labor5	2015-06-18_10.30.24.350000	22
