ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
71	20	4.396000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor2	2015-06-18_09.36.43.343000	1
71	28	5.775000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	cs3	labor2	2015-06-18_09.36.43.343000	2
71	24	2.415000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	cs1	labor2	2015-06-18_09.36.43.343000	3
71	38	3.035000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	target	labor2	2015-06-18_09.36.43.343000	4
71	49	2.822000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs1	labor2	2015-06-18_09.36.43.343000	5
71	49	2.617000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	target	labor2	2015-06-18_09.36.43.343000	6
71	59	2.983000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor2	2015-06-18_09.36.43.343000	7
71	53	2.545000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs2	labor2	2015-06-18_09.36.43.343000	8
71	39	2.191000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	target	labor2	2015-06-18_09.36.43.343000	9
71	16	2.791000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	cs2	labor2	2015-06-18_09.36.43.343000	10
71	80	2.180000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs2	labor2	2015-06-18_09.36.43.343000	11
71	61	2.168000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	target	labor2	2015-06-18_09.36.43.343000	12
71	67	2.990000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	target	labor2	2015-06-18_09.36.43.343000	13
71	32	2.434000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs3	labor2	2015-06-18_09.36.43.343000	14
71	5	6.325000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	cs3	labor2	2015-06-18_09.36.43.343000	15
71	19	2.229000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor2	2015-06-18_09.36.43.343000	16
71	32	2.313000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	cs2	labor2	2015-06-18_09.36.43.343000	17
71	43	2.061000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	target	labor2	2015-06-18_09.36.43.343000	18
71	49	3.610000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs1	labor2	2015-06-18_09.36.43.343000	19
71	52	4.178000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor2	2015-06-18_09.36.43.343000	20
71	35	2.658000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	cs3	labor2	2015-06-18_09.36.43.343000	21
71	21	1.785000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs1	labor2	2015-06-18_09.36.43.343000	22
