ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
73	0	9.643000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	cs3	labor2	2015-06-18_10.30.39.150000	1
73	70	4.478000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	target	labor2	2015-06-18_10.30.39.150000	2
73	31	2.802000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	cs3	labor2	2015-06-18_10.30.39.150000	3
73	90	5.521000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	target	labor2	2015-06-18_10.30.39.150000	4
73	71	2.883000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	1	cs1	labor2	2015-06-18_10.30.39.150000	5
73	90	2.344000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	target	labor2	2015-06-18_10.30.39.150000	6
73	9	2.968000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	cs2	labor2	2015-06-18_10.30.39.150000	7
73	91	5.369000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	-1	target	labor2	2015-06-18_10.30.39.150000	8
73	70	2.304000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs1	labor2	2015-06-18_10.30.39.150000	9
73	91	2.332000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	target	labor2	2015-06-18_10.30.39.150000	10
73	90	2.528000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	target	labor2	2015-06-18_10.30.39.150000	11
73	9	4.587000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	cs1	labor2	2015-06-18_10.30.39.150000	12
73	10	2.895000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs2	labor2	2015-06-18_10.30.39.150000	13
73	100	2.484000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	1	target	labor2	2015-06-18_10.30.39.150000	14
73	50	2.633000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	target	labor2	2015-06-18_10.30.39.150000	15
73	90	2.274000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	-1	target	labor2	2015-06-18_10.30.39.150000	16
73	90	2.176000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	-1	target	labor2	2015-06-18_10.30.39.150000	17
73	21	2.146000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs1	labor2	2015-06-18_10.30.39.150000	18
73	10	2.939000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	cs2	labor2	2015-06-18_10.30.39.150000	19
73	90	2.296000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs2	labor2	2015-06-18_10.30.39.150000	20
73	40	2.241000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	1	cs3	labor2	2015-06-18_10.30.39.150000	21
73	46	2.687000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	cs3	labor2	2015-06-18_10.30.39.150000	22
