ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
61	54	5.539000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	cs2	labor1	2015-06-17_13.35.41.500000	1
61	53	5.382000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor1	2015-06-17_13.35.41.500000	2
61	59	4.049000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	cs3	labor1	2015-06-17_13.35.41.500000	3
61	47	6.681000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	target	labor1	2015-06-17_13.35.41.500000	4
61	50	4.939000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	cs2	labor1	2015-06-17_13.35.41.500000	5
61	42	4.983000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	target	labor1	2015-06-17_13.35.41.500000	6
61	59	2.697000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	target	labor1	2015-06-17_13.35.41.500000	7
61	50	4.058000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs2	labor1	2015-06-17_13.35.41.500000	8
61	65	4.034000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	target	labor1	2015-06-17_13.35.41.500000	9
61	67	2.450000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	target	labor1	2015-06-17_13.35.41.500000	10
61	52	3.818000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	cs1	labor1	2015-06-17_13.35.41.500000	11
61	56	2.836000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor1	2015-06-17_13.35.41.500000	12
61	49	3.149000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	cs3	labor1	2015-06-17_13.35.41.500000	13
61	48	4.092000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs3	labor1	2015-06-17_13.35.41.500000	14
61	54	3.665000	Missonif	./sounds/cs/ratingcs/nif_10.wav	-1	target	labor1	2015-06-17_13.35.41.500000	15
61	48	2.583000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	cs1	labor1	2015-06-17_13.35.41.500000	16
61	54	3.914000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs2	labor1	2015-06-17_13.35.41.500000	17
61	58	2.443000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs1	labor1	2015-06-17_13.35.41.500000	18
61	52	4.565000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	target	labor1	2015-06-17_13.35.41.500000	19
61	47	2.762000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs3	labor1	2015-06-17_13.35.41.500000	20
61	46	3.631000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	1	cs1	labor1	2015-06-17_13.35.41.500000	21
61	59	2.121000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	target	labor1	2015-06-17_13.35.41.500000	22
