ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
49	0	neu_l_28.wav	r_nif_19.wav	1	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_73.wav	neg_r_77.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_17.wav	neu_r_51.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_80.wav	neg_r_6.wav	0	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_2.wav	neu_r_37.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_31.wav	r_nif_9.wav	1	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_47.wav	pos_r_25.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_2.wav	r_nif_17.wav	1	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_9.wav	neg_r_28.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_17.wav	r_nif_10.wav	1	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_2.wav	pos_r_73.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_28.wav	r_nif_19.wav	1	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_41.wav	neg_r_64.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_47.wav	pos_r_7.wav	0	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_41.wav	neu_r_42.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_13.wav	neu_r_35.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_20.wav	neu_r_16.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_3.wav	neu_r_12.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_15.wav	neu_r_62.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_80.wav	pos_r_59.wav	0	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_25.wav	neu_r_26.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_17.wav	r_nif_9.wav	1	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_41.wav	pos_r_76.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_8.wav	r_nif_10.wav	1	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_55.wav	pos_r_60.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_30.wav	neg_r_75.wav	0	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_19.wav	neu_r_42.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_60.wav	r_nif_17.wav	1	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_41.wav	neg_r_50.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_4.wav	neu_r_23.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_28.wav	r_nif_19.wav	1	-1	1	2015-06-16_10.31.26.166000
49	1	neu_l_73.wav	neg_r_77.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_17.wav	neu_r_51.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_80.wav	neg_r_6.wav	0	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_2.wav	neu_r_37.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_31.wav	r_nif_9.wav	1	1	1	2015-06-16_10.31.26.166000
49	1	neu_l_47.wav	pos_r_25.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_2.wav	r_nif_17.wav	1	-1	1	2015-06-16_10.31.26.166000
49	1	neu_l_9.wav	neg_r_28.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_17.wav	r_nif_10.wav	1	1	1	2015-06-16_10.31.26.166000
49	1	neu_l_2.wav	pos_r_73.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_28.wav	r_nif_19.wav	1	-1	1	2015-06-16_10.31.26.166000
49	1	neu_l_41.wav	neg_r_64.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_47.wav	pos_r_7.wav	0	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_41.wav	neu_r_42.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_13.wav	neu_r_35.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_20.wav	neu_r_16.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_3.wav	neu_r_12.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_15.wav	neu_r_62.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_80.wav	pos_r_59.wav	0	1	1	2015-06-16_10.31.26.166000
49	0	neu_l_25.wav	neu_r_26.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_17.wav	r_nif_9.wav	1	1	1	2015-06-16_10.31.26.166000
49	1	neu_l_41.wav	pos_r_76.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_8.wav	r_nif_10.wav	1	1	1	2015-06-16_10.31.26.166000
49	1	neu_l_55.wav	pos_r_60.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	neu_l_30.wav	neg_r_75.wav	0	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_19.wav	neu_r_42.wav	0	0	0	2015-06-16_10.31.26.166000
49	1	neu_l_60.wav	r_nif_17.wav	1	-1	1	2015-06-16_10.31.26.166000
49	0	neu_l_41.wav	neg_r_50.wav	0	0	0	2015-06-16_10.31.26.166000
49	0	l_tol_4.wav	neu_r_23.wav	0	0	0	2015-06-16_10.31.26.166000
