ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
38	50	4.623000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs1	labor2	2015-06-10_15.31.34.046000	1
38	50	4.725000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	target	labor2	2015-06-10_15.31.34.046000	2
38	50	3.763000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	cs3	labor2	2015-06-10_15.31.34.046000	3
38	61	5.007000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	target	labor2	2015-06-10_15.31.34.046000	4
38	38	3.425000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	cs3	labor2	2015-06-10_15.31.34.046000	5
38	21	2.288000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	cs2	labor2	2015-06-10_15.31.34.046000	6
38	24	3.000000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	cs2	labor2	2015-06-10_15.31.34.046000	7
38	26	2.076000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	cs1	labor2	2015-06-10_15.31.34.046000	8
38	56	2.776000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	target	labor2	2015-06-10_15.31.34.046000	9
38	61	2.466000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor2	2015-06-10_15.31.34.046000	10
38	57	2.526000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	target	labor2	2015-06-10_15.31.34.046000	11
38	36	2.849000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	cs3	labor2	2015-06-10_15.31.34.046000	12
38	42	3.259000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	cs2	labor2	2015-06-10_15.31.34.046000	13
38	38	2.974000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	cs1	labor2	2015-06-10_15.31.34.046000	14
38	59	4.611000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	target	labor2	2015-06-10_15.31.34.046000	15
38	60	2.227000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	target	labor2	2015-06-10_15.31.34.046000	16
38	61	2.216000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	target	labor2	2015-06-10_15.31.34.046000	17
38	29	1.950000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	cs2	labor2	2015-06-10_15.31.34.046000	18
38	72	4.259000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	target	labor2	2015-06-10_15.31.34.046000	19
38	70	1.989000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs1	labor2	2015-06-10_15.31.34.046000	20
38	23	2.432000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	1	cs3	labor2	2015-06-10_15.31.34.046000	21
38	69	1.993000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	1	target	labor2	2015-06-10_15.31.34.046000	22
