ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
20	63	4.774000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor2	2015-06-08_15.31.05.243000	1
20	77	3.936000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs2	labor2	2015-06-08_15.31.05.243000	2
20	61	3.166000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	cs3	labor2	2015-06-08_15.31.05.243000	3
20	28	4.134000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	target	labor2	2015-06-08_15.31.05.243000	4
20	63	2.672000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	cs3	labor2	2015-06-08_15.31.05.243000	5
20	74	3.238000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	cs1	labor2	2015-06-08_15.31.05.243000	6
20	34	3.778000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs1	labor2	2015-06-08_15.31.05.243000	7
20	65	2.609000	Missonif	./sounds/cs/ratingcs/nif_10.wav	-1	target	labor2	2015-06-08_15.31.05.243000	8
20	37	3.236000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	cs1	labor2	2015-06-08_15.31.05.243000	9
20	48	4.085000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs2	labor2	2015-06-08_15.31.05.243000	10
20	40	3.140000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor2	2015-06-08_15.31.05.243000	11
20	69	2.922000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	target	labor2	2015-06-08_15.31.05.243000	12
20	82	3.362000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	target	labor2	2015-06-08_15.31.05.243000	13
20	82	2.569000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	target	labor2	2015-06-08_15.31.05.243000	14
20	68	2.541000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	-1	cs2	labor2	2015-06-08_15.31.05.243000	15
20	41	2.920000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	cs3	labor2	2015-06-08_15.31.05.243000	16
20	32	2.867000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor2	2015-06-08_15.31.05.243000	17
20	27	2.792000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	cs3	labor2	2015-06-08_15.31.05.243000	18
20	81	2.187000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	target	labor2	2015-06-08_15.31.05.243000	19
20	40	2.636000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	cs2	labor2	2015-06-08_15.31.05.243000	20
20	59	2.605000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	target	labor2	2015-06-08_15.31.05.243000	21
20	52	4.071000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs1	labor2	2015-06-08_15.31.05.243000	22
