ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
18	42	16.672000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	1	target	labor2	2015-06-08_11.05.46.039000	1
18	36	6.278000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	1	cs2	labor2	2015-06-08_11.05.46.039000	2
18	29	3.908000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs3	labor2	2015-06-08_11.05.46.039000	3
18	58	4.735000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	target	labor2	2015-06-08_11.05.46.039000	4
18	54	3.861000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	target	labor2	2015-06-08_11.05.46.039000	5
18	29	4.096000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	cs1	labor2	2015-06-08_11.05.46.039000	6
18	59	3.660000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	cs2	labor2	2015-06-08_11.05.46.039000	7
18	65	3.713000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs1	labor2	2015-06-08_11.05.46.039000	8
18	79	2.751000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	target	labor2	2015-06-08_11.05.46.039000	9
18	33	3.367000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	cs2	labor2	2015-06-08_11.05.46.039000	10
18	70	4.528000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor2	2015-06-08_11.05.46.039000	11
18	79	4.300000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	target	labor2	2015-06-08_11.05.46.039000	12
18	37	6.044000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	target	labor2	2015-06-08_11.05.46.039000	13
18	32	3.909000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	1	cs3	labor2	2015-06-08_11.05.46.039000	14
18	68	3.088000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor2	2015-06-08_11.05.46.039000	15
18	72	3.391000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor2	2015-06-08_11.05.46.039000	16
18	44	3.551000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	cs1	labor2	2015-06-08_11.05.46.039000	17
18	58	3.258000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	target	labor2	2015-06-08_11.05.46.039000	18
18	62	3.011000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	cs3	labor2	2015-06-08_11.05.46.039000	19
18	38	3.206000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs1	labor2	2015-06-08_11.05.46.039000	20
18	43	5.467000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	-1	cs3	labor2	2015-06-08_11.05.46.039000	21
18	63	4.475000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	cs2	labor2	2015-06-08_11.05.46.039000	22
