ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
84	30	11.528000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs3	labor5	2015-06-18_15.28.44.327000	1
84	45	12.352000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	-1	target	labor5	2015-06-18_15.28.44.327000	2
84	45	5.843000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs1	labor5	2015-06-18_15.28.44.327000	3
84	40	6.781000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	target	labor5	2015-06-18_15.28.44.327000	4
84	50	7.724000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs1	labor5	2015-06-18_15.28.44.327000	5
84	25	8.812000	Missonif	./sounds/cs/ratingcs/nif_10.wav	-1	target	labor5	2015-06-18_15.28.44.327000	6
84	48	6.631000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor5	2015-06-18_15.28.44.327000	7
84	20	5.048000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor5	2015-06-18_15.28.44.327000	8
84	30	3.570000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor5	2015-06-18_15.28.44.327000	9
84	30	7.616000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs2	labor5	2015-06-18_15.28.44.327000	10
84	40	4.974000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs3	labor5	2015-06-18_15.28.44.327000	11
84	20	5.273000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	-1	target	labor5	2015-06-18_15.28.44.327000	12
84	35	4.857000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs3	labor5	2015-06-18_15.28.44.327000	13
84	40	7.274000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs1	labor5	2015-06-18_15.28.44.327000	14
84	26	6.059000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	target	labor5	2015-06-18_15.28.44.327000	15
84	30	4.189000	Istennif	./sounds/cs/ratingcs/nif_20.wav	-1	cs1	labor5	2015-06-18_15.28.44.327000	16
84	20	3.682000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	target	labor5	2015-06-18_15.28.44.327000	17
84	30	3.486000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	target	labor5	2015-06-18_15.28.44.327000	18
84	40	5.373000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	target	labor5	2015-06-18_15.28.44.327000	19
84	50	3.820000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs2	labor5	2015-06-18_15.28.44.327000	20
84	35	7.473000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	cs3	labor5	2015-06-18_15.28.44.327000	21
84	25	5.723000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	cs2	labor5	2015-06-18_15.28.44.327000	22
