ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
16	0	l_nif_3.wav	neu_r_23.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_1.wav	neu_r_40.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_37.wav	neg_r_9.wav	0	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_55.wav	neu_r_42.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_79.wav	neg_r_40.wav	0	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_79.wav	neu_r_6.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_12.wav	r_tol_20.wav	1	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_51.wav	pos_r_60.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_12.wav	pos_r_11.wav	0	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_46.wav	neu_r_14.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_61.wav	r_tol_3.wav	1	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_30.wav	neg_r_71.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_45.wav	r_tol_20.wav	1	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_62.wav	pos_r_42.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_7.wav	neu_r_23.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_51.wav	r_tol_9.wav	1	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_56.wav	pos_r_8.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_17.wav	pos_r_64.wav	0	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_55.wav	neu_r_20.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_53.wav	r_tol_9.wav	1	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_1.wav	pos_r_19.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_45.wav	r_tol_16.wav	1	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_24.wav	neg_r_1.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_29.wav	r_tol_16.wav	1	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_12.wav	neg_r_44.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_17.wav	neu_r_69.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_14.wav	neu_r_65.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_15.wav	neu_r_26.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_34.wav	r_tol_3.wav	1	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_32.wav	neg_r_48.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_3.wav	neu_r_23.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_1.wav	neu_r_40.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_37.wav	neg_r_9.wav	0	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_55.wav	neu_r_42.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_79.wav	neg_r_40.wav	0	-1	1	2015-06-08_11.01.37.190000
16	0	neu_l_79.wav	neu_r_6.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_12.wav	r_tol_20.wav	1	1	1	2015-06-08_11.01.37.190000
16	1	neu_l_51.wav	pos_r_60.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_12.wav	pos_r_11.wav	0	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_46.wav	neu_r_14.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_61.wav	r_tol_3.wav	1	-1	1	2015-06-08_11.01.37.190000
16	1	neu_l_30.wav	neg_r_71.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_45.wav	r_tol_20.wav	1	1	1	2015-06-08_11.01.37.190000
16	1	neu_l_62.wav	pos_r_42.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_7.wav	neu_r_23.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_51.wav	r_tol_9.wav	1	1	1	2015-06-08_11.01.37.190000
16	1	neu_l_56.wav	pos_r_8.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_17.wav	pos_r_64.wav	0	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_55.wav	neu_r_20.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_53.wav	r_tol_9.wav	1	1	1	2015-06-08_11.01.37.190000
16	0	neu_l_1.wav	pos_r_19.wav	0	0	0	2015-06-08_11.01.37.190000
16	1	neu_l_45.wav	r_tol_16.wav	1	-1	1	2015-06-08_11.01.37.190000
16	1	neu_l_24.wav	neg_r_1.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_29.wav	r_tol_16.wav	1	-1	1	2015-06-08_11.01.37.190000
16	1	neu_l_12.wav	neg_r_44.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_17.wav	neu_r_69.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_14.wav	neu_r_65.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	l_nif_15.wav	neu_r_26.wav	0	0	0	2015-06-08_11.01.37.190000
16	0	neu_l_34.wav	r_tol_3.wav	1	-1	1	2015-06-08_11.01.37.190000
16	1	neu_l_32.wav	neg_r_48.wav	0	0	0	2015-06-08_11.01.37.190000
