ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp	TrialNr
68	50	7.597000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	cs3	labor8	2015-06-17_16.37.41.840000	1
68	49	7.728000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	1	cs3	labor8	2015-06-17_16.37.41.840000	2
68	60	5.800000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs2	labor8	2015-06-17_16.37.41.840000	3
68	60	5.950000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	1	target	labor8	2015-06-17_16.37.41.840000	4
68	61	3.046000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	-1	target	labor8	2015-06-17_16.37.41.840000	5
68	60	2.630000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	target	labor8	2015-06-17_16.37.41.840000	6
68	41	2.696000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	1	target	labor8	2015-06-17_16.37.41.840000	7
68	50	3.461000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	target	labor8	2015-06-17_16.37.41.840000	8
68	50	3.026000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	target	labor8	2015-06-17_16.37.41.840000	9
68	20	3.725000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs2	labor8	2015-06-17_16.37.41.840000	10
68	40	3.427000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs1	labor8	2015-06-17_16.37.41.840000	11
68	40	3.229000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	target	labor8	2015-06-17_16.37.41.840000	12
68	50	3.889000	Allanif	./sounds/cs/ratingcs/nif_7.wav	1	cs3	labor8	2015-06-17_16.37.41.840000	13
68	40	3.065000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	cs3	labor8	2015-06-17_16.37.41.840000	14
68	50	2.472000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	target	labor8	2015-06-17_16.37.41.840000	15
68	51	2.358000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	target	labor8	2015-06-17_16.37.41.840000	16
68	31	3.938000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs1	labor8	2015-06-17_16.37.41.840000	17
68	51	3.741000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	cs2	labor8	2015-06-17_16.37.41.840000	18
68	39	3.450000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	-1	target	labor8	2015-06-17_16.37.41.840000	19
68	40	2.747000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	cs1	labor8	2015-06-17_16.37.41.840000	20
68	20	2.924000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	cs2	labor8	2015-06-17_16.37.41.840000	21
68	40	3.062000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	cs1	labor8	2015-06-17_16.37.41.840000	22
