ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
38	14b.png	neu10.wav	250	1	90	0	NoSpace	methexp32	2017-10-11_13.12.54.589000	
38	13b.png	neu6.wav	153	2	90	0	NoSpace	methexp32	2017-10-11_13.12.54.589000	
38	12b.png	neu8.wav	250	3	270	90	NoSpace	methexp32	2017-10-11_13.12.54.589000	
38	13b.png	neu9.wav	250	4	90	180	NoSpace	methexp32	2017-10-11_13.12.54.589000	
38	14b.png	neu7.wav	153	5	0	90	NoSpace	methexp32	2017-10-11_13.12.54.589000	
38	29.png	neu2.wav	158	6	0	180	Space	methexp32	2017-10-11_13.12.54.589000	
38	29.png	neu1.wav	158	7	180	270	Space	methexp32	2017-10-11_13.12.54.589000	
38	29.png	neu4.wav	158	8	90	270	Space	methexp32	2017-10-11_13.12.54.589000	
38	12b.png	neu5.wav	153	9	0	90	NoSpace	methexp32	2017-10-11_13.12.54.589000	
38	29.png	neu3.wav	158	10	0	270	Space	methexp32	2017-10-11_13.12.54.589000	
