ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
8	20b.png	p52.wav	153	1	180	90	50.png	0	methexp32	2017-08-21_10.07.54.414000
8	98b.png	n25.wav	250	2	180	0	98b.png	1	methexp32	2017-08-21_10.07.54.414000
8	70b.png	n30.wav	153	3	90	180	20b.png	0	methexp32	2017-08-21_10.07.54.414000
8	81b.png	n45.wav	153	4	180	0	81b.png	1	methexp32	2017-08-21_10.07.54.414000
8	68b.png	p22.wav	250	5	0	270	68b.png	1	methexp32	2017-08-21_10.07.54.414000
8	81b.png	n25.wav	153	6	90	0	16b.png	0	methexp32	2017-08-21_10.07.54.414000
8	39b.png	n11.wav	250	7	0	90	39b.png	1	methexp32	2017-08-21_10.07.54.414000
8	81b.png	n31.wav	153	8	270	90	81b.png	1	methexp32	2017-08-21_10.07.54.414000
8	50.png	neu7.wav	158	9	90	180	50.png	1	methexp32	2017-08-21_10.07.54.414000
8	20b.png	p53.wav	153	10	270	0	81b.png	0	methexp32	2017-08-21_10.07.54.414000
8	29.png	neu9.wav	170	11	0	180	29.png	1	methexp32	2017-08-21_10.07.54.414000
8	50.png	neu4.wav	158	12	90	0	50.png	1	methexp32	2017-08-21_10.07.54.414000
8	16b.png	p45.wav	153	13	270	0	70b.png	0	methexp32	2017-08-21_10.07.54.414000
8	68b.png	p21.wav	250	14	0	180	68b.png	1	methexp32	2017-08-21_10.07.54.414000
8	81b.png	n14.wav	153	15	180	90	16b.png	0	methexp32	2017-08-21_10.07.54.414000
8	20b.png	p73.wav	153	16	270	180	43.png	0	methexp32	2017-08-21_10.07.54.414000
8	43.png	p23.wav	250	17	0	90	43.png	1	methexp32	2017-08-21_10.07.54.414000
8	43.png	p21.wav	250	18	270	180	43.png	1	methexp32	2017-08-21_10.07.54.414000
8	43.png	p22.wav	250	19	90	180	43.png	1	methexp32	2017-08-21_10.07.54.414000
8	98b.png	n50.wav	250	20	0	180	98b.png	1	methexp32	2017-08-21_10.07.54.414000
8	70b.png	n46.wav	153	21	270	180	70b.png	1	methexp32	2017-08-21_10.07.54.414000
8	70b.png	n11.wav	153	22	0	90	70b.png	1	methexp32	2017-08-21_10.07.54.414000
8	68b.png	p36.wav	250	23	0	90	68b.png	1	methexp32	2017-08-21_10.07.54.414000
8	50.png	neu3.wav	158	24	270	0	50.png	1	methexp32	2017-08-21_10.07.54.414000
8	39b.png	n50.wav	250	25	180	0	98b.png	0	methexp32	2017-08-21_10.07.54.414000
