ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
110	29.png	neu3.wav	170	1	0	270	Space	methexp32	2017-10-26_17.19.28.872000	
110	68b.png	n46.wav	153	2	270	180	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	39b.png	p36.wav	153	3	270	0	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	50.png	neu2.wav	158	4	270	0	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	68b.png	n13.wav	153	5	90	270	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	39b.png	p73.wav	153	6	180	270	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	20b.png	n46.wav	250	7	0	270	Space	methexp32	2017-10-26_17.19.28.872000	
110	68b.png	n40.wav	153	8	0	270	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	20b.png	n11.wav	250	9	90	0	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	98b.png	p89.wav	153	10	180	90	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	29.png	neu6.wav	170	11	270	90	Space	methexp32	2017-10-26_17.19.28.872000	
110	16b.png	p89.wav	250	12	0	90	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	16b.png	p91.wav	250	13	90	180	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	16b.png	p21.wav	250	14	90	180	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	39b.png	p23.wav	153	15	180	90	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	81b.png	n25.wav	153	16	0	90	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	50.png	neu4.wav	158	17	0	270	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	50.png	neu6.wav	158	18	0	180	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	98b.png	p91.wav	153	19	180	90	NoSpace	methexp32	2017-10-26_17.19.28.872000	
110	39b.png	p91.wav	153	20	180	270	NoSpace	methexp32	2017-10-26_17.19.28.872000	
