ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
50	12b.png	neu5.wav	153	1	180	270	NoSpace	methexp32	2017-10-12_15.50.49.760000	
50	50.png	neu4.wav	158	2	90	270	NoSpace	methexp32	2017-10-12_15.50.49.760000	
50	50.png	neu3.wav	158	3	90	0	Space	methexp32	2017-10-12_15.50.49.760000	
50	14b.png	neu10.wav	250	4	0	270	NoSpace	methexp32	2017-10-12_15.50.49.760000	
50	13b.png	neu6.wav	153	5	90	270	NoSpace	methexp32	2017-10-12_15.50.49.760000	
50	14b.png	neu7.wav	153	6	0	270	NoSpace	methexp32	2017-10-12_15.50.49.760000	
50	12b.png	neu8.wav	250	7	180	0	Space	methexp32	2017-10-12_15.50.49.760000	
50	13b.png	neu9.wav	250	8	90	0	NoSpace	methexp32	2017-10-12_15.50.49.760000	
50	50.png	neu1.wav	158	9	0	90	Space	methexp32	2017-10-12_15.50.49.760000	
50	50.png	neu2.wav	158	10	180	270	Space	methexp32	2017-10-12_15.50.49.760000	
