ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
44	29.png	neu4.wav	158	1	0	270	NoSpace	methexp32	2017-10-12_13.54.24.898000	
44	14b.png	neu7.wav	153	2	90	0	NoSpace	methexp32	2017-10-12_13.54.24.898000	
44	12b.png	neu8.wav	250	3	90	0	Space	methexp32	2017-10-12_13.54.24.898000	
44	14b.png	neu10.wav	250	4	0	90	NoSpace	methexp32	2017-10-12_13.54.24.898000	
44	29.png	neu3.wav	158	5	270	180	Space	methexp32	2017-10-12_13.54.24.898000	
44	12b.png	neu5.wav	153	6	180	0	NoSpace	methexp32	2017-10-12_13.54.24.898000	
44	29.png	neu2.wav	158	7	180	270	Space	methexp32	2017-10-12_13.54.24.898000	
44	13b.png	neu6.wav	153	8	270	0	NoSpace	methexp32	2017-10-12_13.54.24.898000	
44	29.png	neu1.wav	158	9	270	0	Space	methexp32	2017-10-12_13.54.24.898000	
44	13b.png	neu9.wav	250	10	180	90	NoSpace	methexp32	2017-10-12_13.54.24.898000	
