ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
111	13b.png	neu6.wav	153	1	180	90	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	13b.png	neu9.wav	250	2	0	180	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	12b.png	neu5.wav	153	3	270	90	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	12b.png	neu8.wav	250	4	0	90	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	50.png	neu2.wav	158	5	0	270	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	50.png	neu4.wav	158	6	180	270	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	50.png	neu3.wav	158	7	180	90	Space	methexp32	2017-10-27_11.46.41.589000	
111	14b.png	neu7.wav	153	8	0	180	NoSpace	methexp32	2017-10-27_11.46.41.589000	
111	14b.png	neu10.wav	250	9	90	0	Space	methexp32	2017-10-27_11.46.41.589000	
111	50.png	neu1.wav	158	10	90	0	NoSpace	methexp32	2017-10-27_11.46.41.589000	
